name	rank	visiting_probability	is_seed	spd	component_id
Q15427	30	0.017796666936545094	1	0.03571428571428571	0
P51617	6	0.01786882625613147	1	0.06201550387596899	0
P17980	37	0.01784361627564759	1	0.054945054945054944	0
Q9HD26	3	0.017834279072185186	1	0.046296296296296294	0
Q9HAU4	23	0.017922801045480854	1	0.02577319587628866	0
P55072	33	0.01786214373506139	1	0.027124773960216998	0
Q99816	14	0.01785392844534705	1	0.08284023668639054	0
Q9Y4K3	10	0.01809127307803051	1	0.036328871892925434	0
P0CG48	28	0.018139575718474757	1	0.0273224043715847	0
Q96B97	13	0.018148907435435797	1	0.06403940886699508	0
Q15843	26	0.017856813980089557	1	0.02491103202846975	0
Q9NYJ8	8	0.01798639680857687	1	0.14150943396226415	0
Q15750	22	0.01810516470588055	1	0.11278195488721804	0
Q9BYM8	9	0.01792603239401373	1	0.14285714285714285	0
P51610	45	0.017803551346324813	1	0.08108108108108109	0
Q14289	21	0.01781826094560157	1	0.0625	0
Q8N5U6	1	0.01779056878855051	1	0.2	0
Q9NX70	19	0.01808221765744574	1	0.10112359550561797	0
Q16666	2	0.01795549186684586	1	0.020151133501259445	0
Q96JM7	38	0.017800764904969475	1	0.04878048780487805	0
Q9ULK4	4	0.01824768792577292	1	0.06962025316455696	0
Q96G25	12	0.018058176078043615	1	0.18181818181818182	0
Q9NVC6	43	0.018065957131569735	1	0.15151515151515152	0
Q8WW12	24	0.017782569342483255	1	0.2	0
Q5TAQ9	39	0.017797582402932294	1	0.037037037037037035	0
P49116	34	0.01791511494482249	1	0.19230769230769232	0
P24863	31	0.018073499267151176	1	0.125	0
P57105	32	0.017797128345183457	1	0.043478260869565216	0
Q9BSJ6	17	0.01783727537524089	1	0.1724137931034483	0
Q8N4H5	36	0.017791952890139958	1	1.0	0
P08237	5	0.017818243466187347	1	0.09230769230769231	0
Q01081	29	0.01779415597883651	1	0.017543859649122806	0
Q15007	11	0.017880003287105112	1	0.3076923076923077	0
Q9H3M7	40	0.01781099602058273	1	0.10810810810810811	0
Q96S65	27	0.01778897254810514	1	1.0	0
O43513	20	0.01806465538619621	1	0.19607843137254902	0
Q9P1W9	15	0.017802191898091988	1	0.2	0
Q5VTL8	7	0.017786592669535622	1	0.05555555555555555	0
Q5VSY0	25	0.017816166261276987	1	0.05263157894736842	0
Q9NQZ6	35	0.017802271493024126	1	0.07142857142857142	0
O00308	16	0.017814986864525557	1	0.029069767441860465	0
O14964	44	0.018232428727069674	1	0.07109004739336493	0
O43559	41	0.01780962545733806	1	0.125	0
O95273	18	0.01795369246884186	1	0.025974025974025976	0
O00458	42	0.017788588451336462	1	0.5454545454545454	0
Q9UBU9	51	0.0007452694856488835	0	0.024390243902439025	0
Q9HCE1	53	0.0007257132122005702	0	0.0242024202420242	0
P04637	71	0.0004329644053678003	0	0.027807486631016044	0
P62993	69	0.0004391499505244843	0	0.02491506228765572	0
P07900	60	0.000628375630290402	0	0.03561253561253561	0
P08238	64	0.0004635512402475362	0	0.0333889816360601	0
Q9Y6K9	70	0.0004334118330073904	0	0.034210526315789476	0
P63279	74	0.0003872999353593606	0	0.04827586206896552	0
Q14258	61	0.0006217659002495367	0	0.011578947368421053	0
P36873	49	0.0007820191860680732	0	0.05084745762711865	0
P62136	48	0.0008361984207990859	0	0.03529411764705882	0
P68400	76	0.00037747236190996733	0	0.03837953091684435	0
Q9NX40	54	0.0007199927533097111	0	0.08955223880597014	0
P35222	58	0.0007140552708000253	0	0.04838709677419355	0
Q00987	65	0.0004615493451516398	0	0.042884990253411304	0
Q15717	46	0.0014862883127343502	0	0.014007308160779537	0
P27986	78	0.00036107430650472174	0	0.027874564459930314	0
P04629	63	0.0005345987143748496	0	0.013691128148959474	0
P05067	47	0.001294972744777972	0	0.011587485515643106	0
P56524	72	0.00040649538301426293	0	0.03954802259887006	0
Q92769	62	0.0005375510468144962	0	0.046511627906976744	0
Q13547	52	0.0007270331915504105	0	0.03420523138832998	0
P05412	66	0.0004576846279530007	0	0.021321961620469083	0
P03372	68	0.0004464546541549915	0	0.0319693094629156	0
P19525	75	0.0003821442014418972	0	0.12745098039215685	0
Q86TW2	59	0.000713787503071132	0	0.1	0
Q5T200	73	0.0003941232668342313	0	0.1568627450980392	0
Q9BQ65	57	0.0007143299668438828	0	0.10714285714285714	0
Q96SQ5	50	0.000748453189687035	0	0.06896551724137931	0
P29972	56	0.0007146038848471532	0	0.034482758620689655	0
P0C7P0	55	0.0007152842544066551	0	0.014084507042253521	0
O14980	67	0.00045596168243285204	0	0.0215633423180593	0
A0JLT2	77	0.00037610060508199057	0	0.08108108108108109	0
