name	submodule	is_seed	spd	component_id
Q9UER7	1	1	0.11538461538461539	0
P52701	1	1	0.18604651162790697	0
P43246	1	1	0.14615384615384616	0
P12004	1	1	0.1111111111111111	0
Q92878	1	1	0.12222222222222222	0
P54132	1	1	0.13924050632911392	0
P20585	1	1	0.15384615384615385	0
P09884	1	1	0.19047619047619047	0
O76064	1	1	0.14035087719298245	0
Q9UNA4	1	0	0.16666666666666666	0
Q9UBZ9	1	0	0.2857142857142857	0
Q9Y253	1	0	0.08823529411764706	0
P20591	1	0	0.15789473684210525	0
P18858	1	0	0.1111111111111111	0
Q9UBT6	1	0	0.14285714285714285	0
Q9UIF7	1	0	0.16666666666666666	0
Q13569	1	0	0.07692307692307693	0
Q07864	1	0	0.13513513513513514	0
Q99638	1	0	0.25806451612903225	0
Q9H3R0	1	0	0.3333333333333333	0
Q53H47	1	0	0.2857142857142857	0
Q92889	1	0	0.1111111111111111	0
O15151	1	0	0.06153846153846154	0
O43488	1	0	0.18181818181818182	0
Q9NX70	2	1	0.08045977011494253	0
Q9ULK4	2	1	0.07792207792207792	0
Q96G25	2	1	0.14545454545454545	0
Q9NVC6	2	1	0.109375	0
P24863	2	1	0.125	0
O43513	2	1	0.15384615384615385	0
Q8TB05	2	0	0.5	0
A0JLT2	2	0	0.08035714285714286	0
Q92922	3	1	0.1623931623931624	0
Q96GM5	3	1	0.18181818181818182	0
Q8TAQ2	3	1	0.18382352941176472	0
Q969G3	3	1	0.2	0
P51532	3	1	0.14659685863874344	0
P51531	3	1	0.20588235294117646	0
P28370	3	1	0.2222222222222222	0
Q9UIG0	3	0	0.2894736842105263	0
Q13127	3	0	0.16666666666666666	0
Q9BZ95	3	0	0.175	0
Q02880	3	0	0.23809523809523808	0
Q9UGU5	3	0	0.20833333333333334	0
Q8WUB8	3	0	0.3103448275862069	0
P52630	3	0	0.15555555555555556	0
Q92782	3	0	0.5333333333333333	0
Q9H8M2	3	0	0.2727272727272727	0
Q12830	3	0	0.20588235294117646	0
Q13562	3	0	0.16666666666666666	0
O75177	3	0	0.1891891891891892	0
O94805	3	0	0.21739130434782608	0
O14497	3	0	0.12962962962962962	0
P19622	3	0	0.6666666666666666	0
Q8NHQ1	4	1	0.07758620689655173	0
Q8ND90	4	1	0.07339449541284404	0
Q7L4P6	4	1	0.25	0
Q8N5R6	4	1	0.05194805194805195	0
Q8IYA8	4	1	0.075	0
O95153	4	1	0.058823529411764705	0
Q9H7H0	4	0	0.13043478260869565	0
Q6ZT89	4	0	0.125	0
Q3B820	4	0	0.07547169811320754	0
Q86V42	4	0	0.2608695652173913	0
P0C7X2	4	0	0.0851063829787234	0
Q14584	4	0	0.2	0
O75604	4	0	0.0759493670886076	0
Q9BZL3	4	0	0.25	0
P54849	4	0	0.6666666666666666	0
Q12873	5	1	0.145985401459854	0
Q09028	5	1	0.15053763440860216	0
Q92769	5	1	0.17421602787456447	0
Q13547	5	1	0.1402061855670103	0
Q96ST3	5	1	0.14358974358974358	0
O15379	5	1	0.1306532663316583	0
O60264	5	1	0.19469026548672566	0
O00458	5	1	0.18181818181818182	0
Q9BWE0	5	0	0.17391304347826086	0
Q9NRL2	5	0	0.27586206896551724	0
Q9Y6D9	5	0	0.13114754098360656	0
Q9UQR1	5	0	0.1	0
Q96N64	5	0	0.2857142857142857	0
Q96T58	5	0	0.11764705882352941	0
Q9UIF9	5	0	0.19047619047619047	0
Q8TD26	5	0	0.07142857142857142	0
Q8IWS0	5	0	0.07692307692307693	0
Q02447	5	0	0.13513513513513514	0
P23771	5	0	0.1896551724137931	0
Q9UHJ3	5	0	0.3157894736842105	0
P17542	5	0	0.22916666666666666	0
Q9P0W2	5	0	0.2692307692307692	0
Q01826	5	0	0.2777777777777778	0
Q92766	5	0	0.375	0
Q14687	5	0	0.16216216216216217	0
Q8IZ40	5	0	0.4	0
Q9Y466	5	0	0.15625	0
Q14865	5	0	0.13333333333333333	0
Q99583	5	0	0.2727272727272727	0
Q5T5X7	5	0	0.29411764705882354	0
Q9UI36	5	0	0.14814814814814814	0
Q8IV32	5	0	0.25	0
Q8WW38	5	0	0.4	0
Q9H2S9	5	0	0.23076923076923078	0
Q14703	5	0	0.2	0
Q8TBJ5	5	0	1.0	0
Q9UKN5	5	0	0.375	0
Q6ICB0	5	0	0.3333333333333333	0
Q9C0K0	5	0	0.3157894736842105	0
Q7Z3K6	5	0	0.4	0
P35712	5	0	0.15384615384615385	0
Q8IX07	5	0	0.25	0
Q9P1Z0	5	0	0.14285714285714285	0
O75956	5	0	0.23529411764705882	0
O60315	5	0	0.2413793103448276	0
O95365	5	0	0.20512820512820512	0
O43593	5	0	0.25	0
O14519	5	0	0.13043478260869565	0
O60381	5	0	0.1111111111111111	0
O14753	5	0	0.6	0
P78527	6	1	0.08394160583941605	0
P12956	6	1	0.07333333333333333	0
P13010	6	1	0.10743801652892562	0
Q9Y5B9	6	1	0.10948905109489052	0
Q14191	6	1	0.2727272727272727	0
P46063	6	0	0.10344827586206896	0
P52757	6	0	0.09411764705882353	0
P11387	6	0	0.07142857142857142	0
Q13111	6	0	0.16901408450704225	0
P46100	6	0	0.24	0
P26583	6	0	0.10869565217391304	0
Q9BUH6	6	0	0.2857142857142857	0
P49450	6	0	0.1267605633802817	0
O95466	6	0	0.04918032786885246	0
P06746	6	0	0.08823529411764706	0
Q15393	7	1	0.038461538461538464	0
Q86XP3	7	1	0.07317073170731707	0
O75533	7	1	0.04736842105263158	0
Q15428	7	0	0.0625	0
O43172	7	0	0.031496062992125984	0
Q9Y265	8	1	0.10126582278481013	0
Q9NPF5	8	1	0.11864406779661017	0
Q8WYH8	8	1	0.13953488372093023	0
Q96EZ8	8	1	0.0641025641025641	0
Q9BVM2	8	0	0.09090909090909091	0
Q9UEE9	8	0	0.18181818181818182	0
Q8WYB5	8	0	0.3333333333333333	0
Q9HAF1	8	0	0.09523809523809523	0
Q6PI26	8	0	0.09090909090909091	0
Q8N5I9	8	0	0.1	0
Q05084	8	0	0.16666666666666666	0
Q9C0B7	8	0	0.1111111111111111	0
Q53TQ3	8	0	0.14285714285714285	0
O14986	8	0	0.5	0
Q9NVP2	9	1	0.21951219512195122	0
P29590	9	1	0.09433962264150944	0
O14734	9	1	0.2	0
Q8NCE2	9	0	0.05263157894736842	0
Q9UKI8	9	0	0.05	0
Q8NI37	9	0	0.030303030303030304	0
Q9Y2V0	9	0	0.3333333333333333	0
P54198	9	0	0.058823529411764705	0
Q5JVG8	9	0	1.0	0
Q9UKL0	10	1	0.2236842105263158	0
O00327	10	1	0.0392156862745098	0
Q567U6	10	0	0.05084745762711865	0
Q13363	11	1	0.174496644295302	0
P56545	11	1	0.18072289156626506	0
Q99856	11	1	0.14814814814814814	0
Q504Q3	11	0	0.02830188679245283	0
Q5I0X7	11	0	0.14285714285714285	0
Q9H6U6	11	0	0.10810810810810811	0
Q9Y4X4	11	0	0.3333333333333333	0
Q9Y5P3	11	0	0.2222222222222222	0
P57682	11	0	0.3333333333333333	0
Q99592	11	0	0.16666666666666666	0
Q96MY1	11	0	0.6	0
Q8N3X6	11	0	1.0	0
O94818	11	0	0.25	0
A7XYQ1	11	0	0.3333333333333333	0
P84103	12	1	0.04929577464788732	0
Q96SB4	12	1	0.06722689075630252	0
Q9NVV9	12	1	0.0847457627118644	0
P26368	12	0	0.038461538461538464	0
Q8WTQ4	12	0	0.3333333333333333	0
Q9HCS5	12	0	0.14285714285714285	0
Q9H607	12	0	0.3333333333333333	0
Q86XZ4	12	0	0.07142857142857142	0
Q8N5F7	12	0	0.07142857142857142	0
Q96QA6	12	0	0.3333333333333333	0
Q9BYE3	12	0	0.5	0
Q9H2S1	12	0	0.3333333333333333	0
P48595	12	0	1.0	0
Q6P1R4	12	0	1.0	0
Q96K75	12	0	1.0	0
P49736	13	1	0.0350140056022409	0
Q9Y4E8	13	1	0.0440251572327044	0
Q14683	13	1	0.12307692307692308	0
Q96NL8	13	0	0.3333333333333333	0
Q9BRF8	13	0	0.25	0
Q6MZT1	13	0	0.5	0
Q2TAA2	13	0	1.0	0
Q6P1X6	13	0	0.3333333333333333	0
Q8IYJ1	13	0	1.0	0
Q56VL3	13	0	0.2	0
Q9Y2C5	13	0	1.0	0
Q8TBF8	13	0	1.0	0
Q14C86	13	0	0.07142857142857142	0
O60271	13	0	0.09333333333333334	0
Q9UJ98	13	0	0.5	0
Q04206	14	1	0.09041095890410959	0
Q9H0A8	14	1	0.09090909090909091	0
P19838	14	1	0.0847457627118644	0
Q00653	14	0	0.1111111111111111	0
Q8NFZ5	14	0	0.15151515151515152	0
Q99576	14	0	0.17142857142857143	0
Q01201	14	0	0.17777777777777778	0
P10914	14	0	0.13636363636363635	0
Q00978	14	0	0.19230769230769232	0
Q9BYH8	14	0	0.5	0
Q8IU54	14	0	0.5	0
Q8NI38	14	0	0.5	0
Q96HU8	14	0	0.125	0
O60658	14	0	0.36363636363636365	0
P56597	14	0	0.5	0
Q02505	14	0	0.5	0
P51610	15	1	0.09174311926605505	0
O14686	15	1	0.029411764705882353	0
Q9NWW0	15	0	0.25	0
O00255	15	0	0.14035087719298245	0
Q14676	16	1	0.07909604519774012	0
Q12888	16	1	0.1076923076923077	0
Q13042	16	0	0.0234375	0
Q96BR5	16	0	0.058823529411764705	0
P10323	16	0	1.0	0
Q9Y5A6	17	1	0.16666666666666666	0
P17028	17	1	0.06329113924050633	0
Q8NFT8	17	0	0.2	0
Q9NX65	17	0	0.12	0
O15535	17	0	0.1	0
O60242	17	0	0.25	0
