source	target
Q9HCE1	Q9HD26
Q9HCE1	Q9NX70
Q9HCE1	Q9NX40
P04637	P19525
P04637	Q9HCE1
P04637	P0CG48
P04637	P05412
P04637	P07900
P04637	P49336
P04637	Q9H3M7
P04637	P55072
P04637	P36873
P04637	Q15717
P04637	Q9BSJ6
P04637	P63279
P04637	Q13503
P04637	Q13547
P04637	Q16666
P04637	Q15843
P04637	Q99816
P04637	Q9NVC6
P04637	Q15648
P04637	P62136
P04637	Q92769
P04637	P68400
P04637	P17980
P04637	P08238
P04637	P62993
P04637	Q9Y4K3
P04637	Q00987
P04637	Q92905
Q15427	Q92905
P62993	Q99816
P62993	Q9H204
P62993	Q15717
P62993	Q92905
P62993	Q15750
P62993	Q96B97
P62993	Q15427
P62993	P63279
P62993	Q14289
P62993	Q8N5U6
P62993	Q14258
P62993	Q92734
P07900	P51617
P07900	Q9Y6K9
P07900	Q00987
P07900	Q9P1W9
P07900	P62993
P07900	Q14289
P07900	Q9UBU9
P07900	Q14258
P07900	Q15750
P07900	Q9NYJ8
P07900	P51610
P07900	P19525
P07900	Q92905
P07900	P08238
P07900	P49116
P07900	P55072
P07900	P68400
P07900	Q9BYM8
P07900	Q15843
P07900	Q8N5U6
P51617	Q15750
P51617	Q92905
P51617	Q9UBU9
P51617	Q9Y6K9
P51617	Q9NYJ8
P51617	Q9Y4K3
P17980	Q9HCE1
P17980	Q00987
P17980	Q9UBU9
P17980	Q15750
P17980	P63279
P17980	Q9Y4K3
Q15648	Q71SY5
Q15648	Q5T200
Q15648	Q93074
Q15648	Q9Y2X0
Q15648	Q9NPJ6
Q15648	Q9ULK4
Q15648	Q9NWA0
Q15648	Q9H204
Q15648	Q9NX70
Q15648	Q15717
Q15648	Q96G25
Q15648	Q9NVC6
Q15648	Q9BTT4
P08238	Q15750
P08238	Q9Y6K9
P08238	Q00987
P08238	Q9UBU9
P08238	P0CG48
P08238	P19525
P08238	Q8N5U6
P08238	P62993
P08238	Q9P1W9
P08238	P35222
P08238	P49116
P08238	P68400
P08238	P55072
P08238	Q92905
P08238	Q14289
P63279	Q8WVV9
P63279	Q92905
P63279	Q9Y4K3
P63279	Q13547
P63279	Q15427
P63279	Q8N5U6
P63279	Q96B97
P63279	Q00987
P63279	Q9UBU9
P63279	Q9NYJ8
P63279	Q99816
P63279	Q9HAU4
Q14258	Q9NX70
Q14258	Q15427
Q14258	Q92734
Q14258	Q9Y4K3
Q14258	Q9NPJ6
Q14258	Q15007
Q14258	Q99816
Q14258	Q93074
Q14258	Q15717
Q14258	Q9BYM8
Q9HD26	Q9UBU9
Q92905	Q9H3M7
Q92905	Q9HCE1
Q92905	Q9UBU9
P36873	Q14258
P36873	Q15717
P36873	Q96S65
P36873	P51610
P36873	P62136
P36873	Q9Y6K9
P36873	P62993
P36873	Q92905
P36873	P55072
P36873	Q13547
P36873	Q9Y4K3
P62136	Q00987
P62136	Q14258
P62136	Q92734
P62136	P62993
P62136	Q13547
P62136	Q96S65
P68400	Q00987
P68400	Q16666
P68400	Q15717
P68400	Q5T200
P68400	Q9UBU9
P68400	Q92769
P68400	Q9BQ65
P68400	Q92905
P68400	Q13547
Q93062	Q99816
P55072	Q15717
P55072	P62136
P55072	Q14258
P55072	Q00987
P55072	Q92905
P55072	Q9Y4K3
P55072	P62993
P55072	Q9GZZ9
P55072	Q99816
Q99816	Q9HCE1
Q99816	Q9UBU9
Q9Y4K3	Q9Y6K9
Q9NPJ6	Q9NWA0
Q9NPJ6	Q9UBU9
Q9NPJ6	Q9NX70
Q9NPJ6	Q9NVC6
Q9NPJ6	Q9Y2X0
Q9NPJ6	Q9ULK4
Q92734	Q92905
Q92734	Q9Y6K9
Q92734	Q99816
Q92734	Q93062
P0CG48	Q9NX40
P0CG48	P17980
P0CG48	Q99816
P0CG48	Q9UBU9
P0CG48	Q14258
P0CG48	P55072
P0CG48	P35222
P0CG48	Q00987
P0CG48	Q92905
P0CG48	Q96B97
P0CG48	Q15843
P0CG48	Q9HCE1
P0CG48	Q9Y6K9
P0CG48	Q9NYJ8
P0CG48	Q9Y4K3
P0CG48	Q15750
P0CG48	Q9HAU4
P0CG48	P62993
P0CG48	Q9BYM8
P0CG48	P68400
Q9NX40	Q9UBU9
P35222	Q14258
P35222	Q96JM7
P35222	Q9HD26
P35222	Q15843
P35222	P56524
P35222	Q5VTL8
P35222	P68400
P35222	Q96B97
P35222	Q9HCE1
P35222	Q9UBU9
P35222	Q13547
P35222	Q92905
P35222	Q15717
Q00987	Q92769
Q00987	Q15750
Q00987	Q99816
Q00987	Q13547
Q00987	Q16666
Q00987	Q14258
Q00987	Q92905
Q00987	Q5TAQ9
Q00987	Q15648
Q00987	Q9P1W9
Q00987	Q8N5U6
Q96B97	Q9HCE1
Q96B97	Q99816
Q96B97	Q9UBU9
Q15843	Q9HAU4
Q15843	Q9Y4K3
Q15843	Q92905
Q15843	Q92734
Q9NYJ8	Q9Y6K9
Q9NYJ8	Q9Y4K3
Q15750	Q9HCE1
Q15750	Q9UBU9
Q15750	Q9Y6K9
Q15750	Q9NYJ8
Q15750	Q9Y4K3
Q9BYM8	Q9Y6K9
Q9BYM8	Q9Y4K3
Q9BYM8	Q9NYJ8
P51610	P62136
P51610	Q13547
P51610	Q92769
P51610	Q15717
P51610	Q71SY5
Q15717	Q9H3M7
Q15717	Q92769
Q15717	Q9H204
Q15717	Q8WW12
Q15717	Q96B97
Q15717	Q92905
Q15717	Q9NX40
Q15717	Q9NPJ6
Q15717	Q9BQ65
Q15717	Q9ULK4
Q15717	Q96S65
Q9H204	Q9NX70
Q9H204	Q9ULK4
Q9H204	Q9HCE1
Q9H204	Q9NPJ6
Q9H204	Q9NVC6
Q9H204	Q9Y2X0
Q9H204	Q9NWA0
P27986	P35222
P27986	Q96B97
P27986	Q14289
P27986	Q9NQZ6
P27986	P62993
P27986	Q9H204
Q71SY5	Q9BTT4
Q71SY5	Q96G25
Q71SY5	Q9Y2X0
Q71SY5	Q9NX70
Q71SY5	Q9NVC6
Q71SY5	Q9H204
Q71SY5	Q9NPJ6
Q71SY5	Q93074
Q71SY5	Q9NWA0
Q71SY5	Q9ULK4
Q14289	Q96B97
Q8N5U6	Q9UBU9
Q8N5U6	Q9HCE1
Q9NX70	Q9Y2X0
Q9NX70	Q9ULK4
P05067	Q9Y4K3
P05067	Q14258
P05067	P62993
P05067	P68400
P05067	P05412
P05067	Q9NPJ6
P05067	Q96G25
P05067	P57105
P05067	Q9NWA0
P05067	P35222
P05067	Q9BSJ6
P05067	P07900
P05067	Q00987
