name	submodule	is_seed	spd	component_id
Q71SY5	1	1	0.16666666666666666	0
Q9NX70	1	1	0.11363636363636363	0
Q9ULK4	1	1	0.10828025477707007	0
Q96G25	1	1	0.18518518518518517	0
Q9NVC6	1	1	0.15873015873015872	0
P24863	1	1	0.14084507042253522	0
O43513	1	1	0.22448979591836735	0
O60244	1	0	0.16666666666666666	0
Q8TB05	1	0	0.5	0
Q92922	2	1	0.1864406779661017	0
Q96GM5	2	1	0.14	0
Q8TAQ2	2	1	0.19852941176470587	0
Q969G3	2	1	0.25	0
P51531	2	1	0.20192307692307693	0
P51532	2	1	0.1683673469387755	0
Q96EZ8	2	1	0.0945945945945946	0
P28370	2	1	0.3611111111111111	0
O75177	2	1	0.1891891891891892	0
Q9UIG0	2	0	0.325	0
Q13127	2	0	0.20930232558139536	0
Q13469	2	0	0.2138728323699422	0
Q9BZ95	2	0	0.2682926829268293	0
Q12830	2	0	0.2	0
Q02880	2	0	0.29850746268656714	0
Q8WUB8	2	0	0.25	0
P52630	2	0	0.14893617021276595	0
Q9H8M2	2	0	0.2727272727272727	0
O75531	2	0	0.19117647058823528	0
Q9BUZ4	3	1	0.17857142857142858	0
Q9BRK4	3	1	0.14213197969543148	0
Q8NHQ1	3	1	0.17699115044247787	0
Q8ND90	3	1	0.19642857142857142	0
Q08379	3	1	0.13782051282051283	0
Q13137	3	1	0.189873417721519	0
Q01850	3	1	0.11538461538461539	0
Q8N5R6	3	1	0.12162162162162163	0
P04259	3	1	0.06060606060606061	0
Q99750	3	1	0.25301204819277107	0
Q96S65	3	1	0.2	0
Q8IYA8	3	1	0.14285714285714285	0
Q8N9W6	3	1	0.3333333333333333	0
O95990	3	1	0.2	0
O75909	3	1	0.125	0
O15162	3	1	0.17142857142857143	0
Q9BUY5	3	0	0.4	0
Q9UQ90	3	0	0.1891891891891892	0
Q9H7H0	3	0	0.17391304347826086	0
Q93062	3	0	0.16666666666666666	0
Q07002	3	0	0.09433962264150944	0
Q5H9K5	3	0	0.2857142857142857	0
Q00587	3	0	0.16666666666666666	0
Q6IPM2	3	0	0.3	0
Q9H1D0	3	0	0.2	0
Q96ME1	3	0	0.21212121212121213	0
Q03989	3	0	0.25	0
Q9NWQ4	3	0	0.23076923076923078	0
Q9BUH8	3	0	0.16666666666666666	0
Q5W5X9	3	0	0.25	0
Q9H0I2	3	0	0.32142857142857145	0
Q86VK4	3	0	0.2727272727272727	0
Q9H6L4	3	0	0.18181818181818182	0
Q7L5A3	3	0	0.375	0
Q7Z4I7	3	0	0.4	0
Q8IXS8	3	0	0.2	0
Q8TBE0	3	0	0.5	0
Q86W54	3	0	0.14285714285714285	0
Q5TAP6	3	0	0.3333333333333333	0
Q6PIY7	3	0	0.5	0
Q96GV9	3	0	0.25	0
Q9UKJ5	3	0	0.2	0
Q96GS6	3	0	0.26666666666666666	0
Q68DK2	3	0	0.23076923076923078	0
Q96IZ5	3	0	0.3	0
Q14296	3	0	0.2727272727272727	0
Q7Z2X4	3	0	0.23076923076923078	0
Q6P5X5	3	0	0.3333333333333333	0
P29972	3	0	0.13793103448275862	0
Q9ULM2	3	0	0.21052631578947367	0
Q8TCX5	3	0	0.17647058823529413	0
Q96NG3	3	0	0.21428571428571427	0
Q5JVL4	3	0	0.125	0
P78337	3	0	0.2857142857142857	0
Q15735	3	0	0.2	0
Q9H0A9	3	0	0.3333333333333333	0
P17482	3	0	0.225	0
P56279	3	0	0.21739130434782608	0
Q8N143	3	0	0.6666666666666666	0
Q96LJ7	3	0	0.4	0
Q9H1Q7	3	0	0.16666666666666666	0
Q9HB63	3	0	0.125	0
O75069	3	0	0.0967741935483871	0
O60269	3	0	0.2	0
Q14584	3	0	0.3333333333333333	0
Q15937	3	0	0.5	0
Q8IY34	3	0	0.25	0
Q6ZVT0	3	0	0.5	0
Q5T0F9	3	0	0.125	0
Q8N4T4	3	0	0.42857142857142855	0
Q5T681	3	0	0.6666666666666666	0
Q8N5I3	3	0	0.2	0
Q9BR84	3	0	0.5	0
Q15077	3	0	1.0	0
O76003	3	0	0.08536585365853659	0
Q66K41	3	0	0.5	0
Q96LX7	3	0	0.5	0
P82987	3	0	0.5	0
O75896	3	0	0.3333333333333333	0
O94967	3	0	0.23076923076923078	0
O95872	3	0	0.21428571428571427	0
O43307	3	0	0.2857142857142857	0
A8K8P3	3	0	0.16666666666666666	0
P14207	3	0	1.0	0
Q15053	3	0	1.0	0
Q99613	4	1	0.11235955056179775	0
Q16864	4	1	0.09433962264150944	0
Q93008	4	1	0.04054054054054054	0
P55884	4	1	0.10975609756097561	0
Q9UBQ5	4	1	0.14035087719298245	0
O43865	4	1	0.05384615384615385	0
O00303	4	1	0.10112359550561797	0
P56378	4	1	1.0	0
Q9C0B0	4	0	0.060498220640569395	0
P60228	4	0	0.13	0
Q9H299	4	0	0.125	0
Q15800	4	0	0.07692307692307693	0
O00762	4	0	0.09090909090909091	0
O94888	4	0	0.038461538461538464	0
Q86WP2	4	0	0.125	0
O00571	4	0	0.09045226130653267	0
O75821	4	0	0.1320754716981132	0
P51617	5	1	0.09022556390977443	0
Q9Y6K9	5	1	0.09066666666666667	0
Q9UHD2	5	1	0.10344827586206896	0
Q9Y4K3	5	1	0.08237547892720307	0
Q5D1E8	5	1	0.23529411764705882	0
Q13546	5	1	0.09900990099009901	0
Q9NYJ8	5	1	0.19444444444444445	0
Q15750	5	1	0.08396946564885496	0
Q9BYX4	5	1	0.21739130434782608	0
Q7Z434	5	1	0.14018691588785046	0
Q8IV45	5	0	0.11764705882352941	0
Q8N5C8	5	0	0.2916666666666667	0
Q14142	5	0	0.3333333333333333	0
Q9BSA4	5	0	0.25	0
O94826	5	0	0.14285714285714285	0
P01584	5	0	0.1	0
Q9NSK7	5	0	0.5	0
Q5T686	5	0	0.5	0
Q8N4J0	5	0	0.2	0
Q9Y6R0	5	0	0.14705882352941177	0
Q96CG3	5	0	0.15789473684210525	0
Q15306	5	0	0.2	0
Q9H6S1	5	0	0.3157894736842105	0
Q96AX9	5	0	0.3	0
Q10589	5	0	0.13333333333333333	0
O43353	5	0	0.1728395061728395	0
Q4G148	5	0	0.2222222222222222	0
Q99706	5	0	0.5	0
O15455	5	0	0.20588235294117646	0
O14920	5	0	0.0967741935483871	0
Q8NFU5	5	0	0.5	0
O14730	5	0	0.07142857142857142	0
O00463	5	0	0.14516129032258066	0
Q5VYS4	5	0	1.0	0
Q7Z6K4	5	0	0.5	0
P78527	6	1	0.11702127659574468	0
P52701	6	1	0.2558139534883721	0
P43246	6	1	0.21374045801526717	0
P12004	6	1	0.14855072463768115	0
Q92878	6	1	0.20430107526881722	0
P54132	6	1	0.2345679012345679	0
P13010	6	1	0.12992125984251968	0
P20585	6	1	0.27586206896551724	0
Q14191	6	1	0.4418604651162791	0
O76064	6	1	0.17857142857142858	0
Q9UBZ9	6	0	0.23809523809523808	0
Q99708	6	0	0.1346153846153846	0
Q96S55	6	0	0.2647058823529412	0
O60671	6	0	0.5263157894736842	0
Q92547	6	0	0.21568627450980393	0
P39748	6	0	0.11594202898550725	0
P49005	6	0	0.15625	0
P46100	6	0	0.3269230769230769	0
Q9UBT6	6	0	0.2571428571428571	0
P28340	6	0	0.1282051282051282	0
Q99638	6	0	0.45454545454545453	0
Q9HCU8	6	0	0.6666666666666666	0
Q15054	6	0	0.5	0
Q92805	6	0	0.06666666666666667	0
Q13315	6	0	0.18518518518518517	0
