name	rank	visiting_probability	is_seed	spd	component_id
Q08211	360	0.0020416907194110803	1	0.5038759689922481	0
Q9NR30	406	0.001987524610348093	1	0.5253164556962026	0
P68431	117	0.0021733012993515907	1	0.2909090909090909	0
Q13310	149	0.001993253241518068	1	0.5140845070422535	0
Q49A26	152	0.0019555070942906855	1	0.3333333333333333	0
Q13247	393	0.0019711371414274973	1	0.6842105263157895	0
Q9UBU9	16	0.002997760953243017	1	0.16996047430830039	0
Q9HCE1	119	0.002492781402898736	1	0.16483516483516483	0
P04637	83	0.0023034421007169	1	0.2681081081081081	0
P63172	77	0.0019952666522036235	1	0.25	0
Q15427	329	0.0019841892796761914	1	0.415929203539823	0
Q13363	404	0.0020376750553546376	1	0.32666666666666666	0
P11940	407	0.002017494563892445	1	0.4732510288065844	0
P31946	252	0.0020317558771927105	1	0.2526041666666667	0
P07900	93	0.0021730235935759723	1	0.29515418502202645	0
Q01844	43	0.0021645162344549706	1	0.25636363636363635	0
P02511	386	0.001965940180579377	1	0.25609756097560976	0
P51617	356	0.001984378663271986	1	0.42105263157894735	0
P17980	298	0.0019971915443633506	1	0.27932960893854747	0
P27348	110	0.002168215938365294	1	0.33181818181818185	0
Q04917	362	0.002000420673670033	1	0.2633587786259542	0
P78527	51	0.0020497518639476203	1	0.49645390070921985	0
P08238	210	0.0021103529181892215	1	0.29037800687285226	0
Q9Y6K9	123	0.002120502765008453	1	0.2826666666666667	0
P61981	70	0.002103181268724999	1	0.27927927927927926	0
P62258	355	0.0021109635170147474	1	0.3356643356643357	0
P55209	160	0.0019834020455683898	1	0.5070422535211268	0
P05141	175	0.001985924956686371	1	0.5243243243243243	0
P12236	61	0.0019830818846291636	1	0.48360655737704916	0
P12931	211	0.002096621843604297	1	0.2560386473429952	0
P19338	81	0.002061043349291983	1	0.4164305949008499	0
Q14203	52	0.0020348787536948196	1	0.17857142857142858	0
Q53RE8	75	0.0019377532492286804	1	1.0	0
Q9UQL6	115	0.0021451675474435023	1	0.4339622641509434	0
Q9H2P0	178	0.001959805061226732	1	0.4791666666666667	0
Q9HD26	146	0.0019847848894689853	1	0.19047619047619047	0
Q9UHD2	380	0.001998344135072199	1	0.46206896551724136	0
Q07021	60	0.002028755859468397	1	0.36666666666666664	0
Q9HAU4	256	0.002027386259145877	1	0.2663316582914573	0
P35579	99	0.002016216359199439	1	0.3142857142857143	0
Q99613	168	0.0019735110006525404	1	0.43820224719101125	0
