name	rank	p_hyper	is_seed	spd	component_id
P63172	0	0.0	1	0.038461538461538464	0
Q15427	0	0.0	1	0.09734513274336283	0
P51617	0	0.0	1	0.2857142857142857	0
Q9Y6K9	0	0.0	1	0.26666666666666666	0
Q14203	0	0.0	1	0.06696428571428571	0
Q8ND90	0	0.0	1	0.044642857142857144	0
Q08379	0	0.0	1	0.041666666666666664	0
Q99816	0	0.0	1	0.09142857142857143	0
Q9Y4K3	0	0.0	1	0.1781609195402299	0
P0CG48	0	0.0	1	0.12154696132596685	0
Q13137	0	0.0	1	0.13291139240506328	0
Q15843	0	0.0	1	0.25622775800711745	0
Q9NYJ8	0	0.0	1	0.4351851851851852	0
Q15750	0	0.0	1	0.26717557251908397	0
Q01484	0	0.0	1	0.0967741935483871	0
Q9H0A8	0	0.0	1	0.06976744186046512	0
Q16666	0	0.0	1	0.020202020202020204	0
Q13547	0	0.0	1	0.053830227743271224	0
Q96IJ6	0	0.0	1	0.23076923076923078	0
P49116	0	0.0	1	0.2549019607843137	0
P62826	0	0.0	1	0.09876543209876543	0
Q9GZV8	0	0.0	1	0.025	0
Q16633	0	0.0	1	0.06666666666666667	0
O14770	0	0.0	1	0.125	0
O14964	0	0.0	1	0.09389671361502347	0
P51808	0	0.0	1	0.15789473684210525	0
O95273	0	0.0	1	0.08108108108108109	0
Q9UNE7	82	5.2842267741629934e-15	0	0.17777777777777778	0
P62906	171	9.830775948186737e-33	0	0.4036144578313253	0
P62750	188	4.5548001884574e-49	0	0.3595505617977528	0
Q07020	181	2.1604463063369983e-41	0	0.30666666666666664	0
Q02878	196	3.828845140414896e-57	0	0.27710843373493976	0
P62899	193	7.082439467662971e-54	0	0.4068965517241379	0
Q14790	18	1.5310236101531268e-16	0	0.25	0
P62888	198	9.816756693078308e-58	0	0.32460732984293195	0
P62913	164	1.8416849623143943e-28	0	0.4034090909090909	0
P83731	179	4.7022216526309236e-39	0	0.4117647058823529	0
P62753	167	4.2236158194189924e-30	0	0.3604060913705584	0
Q9GZQ8	136	7.215551415418535e-20	0	0.18421052631578946	0
Q9HCE7	91	1.7913837875089733e-15	0	0.20277777777777778	0
Q9H0R8	152	2.1393623813786494e-24	0	0.18201754385964913	0
Q9H492	138	2.252673247810652e-21	0	0.1708542713567839	0
Q9NQC7	45	3.048908912816943e-16	0	0.21042471042471042	0
P34932	78	2.6923329936838346e-16	0	0.18241042345276873	0
P04637	90	2.9880301849968356e-15	0	0.12108108108108108	0
P04792	155	9.055680949290438e-26	0	0.12903225806451613	0
Q13501	31	7.611174668058853e-17	0	0.19081272084805653	0
P61086	107	2.365475041091793e-16	0	0.25	0
Q15653	72	1.13409555795385e-16	0	0.3291139240506329	0
P25398	199	1.508803678044777e-58	0	0.4811320754716981	0
P63104	119	2.2093530110947396e-17	0	0.1268882175226586	0
P07900	58	2.7895871444778993e-15	0	0.14977973568281938	0
Q5S007	125	3.211220718252153e-18	0	0.16626506024096385	0
P25942	36	2.9458320293432216e-15	0	0.3076923076923077	0
P61088	95	1.7373998881078806e-15	0	0.15350877192982457	0
P54252	92	3.347593710464666e-15	0	0.25609756097560976	0
P68036	105	4.247588542070096e-16	0	0.2196969696969697	0
P27348	129	8.406579274310205e-20	0	0.1431818181818182	0
P08238	77	1.9931436107107014e-15	0	0.15463917525773196	0
Q00839	150	7.100886985233919e-24	0	0.186	0
P62258	121	3.751663719409953e-18	0	0.13053613053613053	0
Q9UBN7	76	1.0806141860144343e-14	0	0.18614718614718614	0
P05141	135	2.6173755828381794e-20	0	0.31891891891891894	0
P08670	114	3.614829739372499e-16	0	0.175	0
P15880	190	6.043473094980888e-51	0	0.28	0
P22314	108	1.5951809645172554e-16	0	0.15458937198067632	0
Q9Y230	124	7.908757449973759e-18	0	0.16296296296296298	0
Q9UQL6	143	2.631787001777267e-22	0	0.15723270440251572	0
P62987	2	2.414245042307203e-10	0	0.25721153846153844	0
Q13616	102	4.076803072623795e-15	0	0.18088737201365188	0
Q9UHD2	28	4.361591326039997e-18	0	0.4413793103448276	0
Q13618	145	2.3207818652815404e-22	0	0.10917874396135266	0
Q92905	157	4.059638016662443e-26	0	0.1398002853067047	0
Q00653	39	7.314884276180271e-15	0	0.4258064516129032	0
Q99759	62	1.3680182648775835e-16	0	0.2918918918918919	0
P49736	141	1.9288526119991364e-21	0	0.13204951856946354	0
Q00610	69	4.2313166391130675e-16	0	0.17207792207792208	0
Q93009	98	5.602736694520197e-16	0	0.11945392491467577	0
P60709	130	3.1879293853288815e-20	0	0.19095477386934673	0
Q14164	41	5.508878378175209e-16	0	0.17280453257790368	0
P63261	40	5.663426409650034e-16	0	0.23270440251572327	0
P49407	118	1.6154196807521316e-17	0	0.2	0
P35580	85	4.072515156628212e-15	0	0.25	0
P55072	122	2.692051451537503e-18	0	0.12867647058823528	0
Q96FW1	112	1.5288112105935098e-16	0	0.12011173184357542	0
P25705	137	6.0716219683715536e-21	0	0.23036649214659685	0
Q9UER7	84	3.1992642379137424e-15	0	0.2	0
P46782	178	3.0390411968331335e-38	0	0.4	0
Q71U36	80	4.258099002959818e-15	0	0.19411764705882353	0
Q9BQE3	126	1.0499321325260267e-18	0	0.22058823529411764	0
Q96EQ8	109	9.631747184387281e-18	0	0.5	0
Q13077	22	5.369422434684219e-18	0	0.23414634146341465	0
Q9H0F6	12	2.256050206964351e-13	0	0.5142857142857142	0
P35268	177	5.61784361761026e-37	0	0.4420289855072464	0
P23396	87	1.4038038399074754e-15	0	0.38016528925619836	0
P32121	116	5.2399611527711685e-17	0	0.2155688622754491	0
Q8N5C8	1	2.0650766083900985e-11	0	0.5833333333333334	0
P35637	140	1.7269791126545432e-22	0	0.2	0
Q96FA3	54	2.0018353626887167e-15	0	0.5357142857142857	0
P30050	187	4.850246750397023e-48	0	0.3974358974358974	0
P19474	100	9.87044609551105e-16	0	0.3218390804597701	0
Q13546	15	6.26020011316268e-14	0	0.5841584158415841	0
P22626	158	6.0022999734073974e-27	0	0.21	0
P19438	16	2.263117747127359e-14	0	0.24170616113744076	0
P10809	148	1.3760364852448364e-24	0	0.1543859649122807	0
Q13490	17	1.929346662577128e-15	0	0.3383458646616541	0
P51991	159	7.149565690671389e-28	0	0.2892561983471074	0
Q3ZCQ8	68	2.7919286020075305e-16	0	0.2713178294573643	0
P62280	172	3.1446058808022455e-33	0	0.3872832369942196	0
Q8NFZ5	75	2.382728690173924e-15	0	0.45454545454545453	0
