name	submodule	is_seed	spd	component_id
P68431	1	1	0.20787746170678337	0
P84243	1	1	0.30985915492957744	0
P62805	1	1	0.16119402985074627	0
Q93079	1	1	0.4444444444444444	0
Q9NVP2	1	1	0.46153846153846156	0
Q99877	1	1	0.22727272727272727	0
Q99879	1	1	0.25	0
P04908	1	1	0.17777777777777778	0
P58876	1	1	0.2916666666666667	0
P57053	1	1	0.2	0
Q8N257	1	1	0.3076923076923077	0
Q5QNW6	1	1	0.25	0
P33778	1	1	0.23333333333333334	0
O60814	1	1	0.34782608695652173	0
Q9NVM4	1	0	0.17391304347826086	0
P49321	1	0	0.1774193548387097	0
P33992	1	0	0.1444866920152091	0
Q96T88	1	0	0.208955223880597	0
Q96HA7	1	0	0.36363636363636365	0
Q53GL7	1	0	0.4444444444444444	0
Q9H040	1	0	0.15625	0
Q8TEX9	1	0	0.140625	0
Q96NS5	1	0	0.28	0
Q96QV6	1	0	0.25925925925925924	0
P16403	1	0	0.1323529411764706	0
Q13111	1	0	0.3170731707317073	0
Q13112	1	0	0.2926829268292683	0
Q8IWY9	1	0	0.3333333333333333	0
Q149N8	1	0	0.2	0
Q9H3R0	1	0	0.30434782608695654	0
Q9Y294	1	0	0.38181818181818183	0
P54198	1	0	0.3191489361702128	0
Q6ZRQ5	1	0	0.25	0
Q9NR48	1	0	0.15384615384615385	0
Q9Y6J0	1	0	0.3142857142857143	0
Q6ZU65	1	0	0.3076923076923077	0
Q9Y2V0	1	0	0.75	0
Q9NPG3	1	0	0.4375	0
O75164	1	0	0.16666666666666666	0
Q9Y2Q1	1	0	1.0	0
Q5IJ48	1	0	0.3333333333333333	0
O14929	1	0	0.21568627450980393	0
P35243	1	0	0.06666666666666667	0
A0PJE2	1	0	1.0	0
Q9Y6K9	2	1	0.08409090909090909	0
Q9UHD2	2	1	0.13714285714285715	0
Q9BUZ4	2	1	0.09523809523809523	0
Q12933	2	1	0.11053984575835475	0
Q5D1E8	2	1	0.2	0
Q13546	2	1	0.16666666666666666	0
Q9NYJ8	2	1	0.15447154471544716	0
Q15750	2	1	0.0625	0
Q92956	2	1	0.12658227848101267	0
Q7Z434	2	1	0.16521739130434782	0
Q8WXF8	2	1	0.08333333333333333	0
O95786	2	1	0.17391304347826086	0
O43557	2	1	0.3333333333333333	0
Q14790	2	0	0.11219512195121951	0
Q13077	2	0	0.09811320754716982	0
Q8N5C8	2	0	0.27586206896551724	0
Q5T1R4	2	0	0.25	0
Q14142	2	0	0.5	0
O75936	2	0	0.11764705882352941	0
Q13114	2	0	0.16666666666666666	0
Q6BCY4	2	0	0.25	0
Q15628	2	0	0.14634146341463414	0
Q5FYB0	2	0	0.6	0
Q8IU68	2	0	1.0	0
Q6ZS27	2	0	0.6666666666666666	0
Q9UL19	2	0	0.15384615384615385	0
Q9Y2E6	2	0	0.25	0
Q99607	2	0	0.2	0
Q9H6S1	2	0	0.391304347826087	0
Q96AX9	2	0	0.20833333333333334	0
Q8N7F7	2	0	0.3333333333333333	0
Q9BZA5	2	0	0.6666666666666666	0
Q8N4A2	2	0	0.5	0
Q12765	2	0	0.10526315789473684	0
O15455	2	0	0.20512820512820512	0
O14920	2	0	0.09223300970873786	0
O76080	2	0	0.1	0
P43489	2	0	0.625	0
B2R8Y4	2	0	0.25	0
O00220	2	0	0.06779661016949153	0
P05937	2	0	0.125	0
E9PJI5	2	0	0.5	0
P23510	2	0	1.0	0
A2A288	2	0	1.0	0
Q86TT2	2	0	1.0	0
Q9NWG8	2	0	1.0	0
Q9BZT1	2	0	1.0	0
Q9NVC6	3	1	0.1282051282051282	0
Q71SY5	3	1	0.2	0
Q9NX70	3	1	0.14583333333333334	0
Q9ULK4	3	1	0.10588235294117647	0
Q96G25	3	1	0.15873015873015872	0
P24863	3	1	0.11904761904761904	0
O43513	3	1	0.1896551724137931	0
O15392	3	1	0.13333333333333333	0
Q13503	3	0	0.09322033898305085	0
Q7L4I2	3	0	0.11538461538461539	0
Q969L1	3	0	1.0	0
Q8TB05	3	0	0.5	0
A0JLT2	3	0	0.12096774193548387	0
O14645	3	0	0.29411764705882354	0
Q9BWF2	4	1	0.325	0
P51668	4	1	0.09398496240601503	0
P51965	4	1	0.1323529411764706	0
Q13404	4	1	0.07317073170731707	0
P19474	4	1	0.13131313131313133	0
Q9BYM8	4	1	0.21951219512195122	0
Q8N5U6	4	1	0.19047619047619047	0
Q9UK22	4	1	0.06818181818181818	0
O14933	4	1	0.16363636363636364	0
O76064	4	1	0.19117647058823528	0
P61077	4	0	0.1091703056768559	0
P78317	4	0	0.3387096774193548	0
Q8N6D2	4	0	0.2857142857142857	0
Q9H9V4	4	0	0.5454545454545454	0
Q9C029	4	0	0.3076923076923077	0
Q5RIA9	4	0	1.0	0
Q8N9V2	4	0	0.25	0
Q9P0N8	4	0	0.15384615384615385	0
Q8IVU3	4	0	0.1111111111111111	0
P62256	4	0	0.10416666666666667	0
Q9P2E8	4	0	0.5	0
O75604	4	0	0.12264150943396226	0
P41226	4	0	0.2727272727272727	0
O94941	4	0	0.3684210526315789	0
P00748	4	0	0.125	0
O14681	4	0	0.125	0
P27694	5	1	0.09164969450101833	0
P52701	5	1	0.18	0
P43246	5	1	0.1513157894736842	0
Q92878	5	1	0.1271186440677966	0
Q9Y2M0	5	1	0.11764705882352941	0
P12004	5	1	0.14457831325301204	0
P20585	5	1	0.24324324324324326	0
Q14191	5	1	0.3137254901960784	0
P14555	5	1	0.16129032258064516	0
Q9UGP5	5	0	0.16326530612244897	0
P18858	5	0	0.09090909090909091	0
P13051	5	0	0.19047619047619047	0
P46100	5	0	0.35384615384615387	0
Q96LD8	5	0	0.16666666666666666	0
Q9UBT6	5	0	0.2	0
Q13156	5	0	0.2857142857142857	0
Q9H790	5	0	1.0	0
Q86UA6	5	0	0.1111111111111111	0
