Q93009
P12036
O76064
P51610
Q9NVP2
P30281
P22681
Q96B97
O00327
Q9UK22
Q14203
Q96EY1
P09884
Q9UKL0
Q8N5R6
Q8N8U2
P17028
P63165
Q96EZ8
Q9Y4E8
Q13137
Q13547
P61956
P55854
P18859
Q9Y5A6
O60262
O60519
P60022
O60760
Q8NHQ1
Q13363
Q9H0A8
Q8ND90
Q96IJ6
Q96FJ2
P63167
P56545
Q96GY0
Q5VSY0
Q9Y2G8
Q8WYH8
Q8IYN2
Q7L4P6
Q14676
Q12888
P0CG48
P84103
P48730
Q9UBU9
Q8TAQ2
Q92922
Q14191
Q15393
Q09028
P02545
O60264
P20585
P28370
P35659
P49736
P43246
P78527
Q9Y265
Q969G3
Q9Y5B9
Q9H2P0
Q9UMS4
P12004
O14981
O60506
Q9NPF5
Q92878
Q92769
Q96ST3
Q96GM5
O75533
P17844
P13010
P12956
P12268
P51531
P51532
P50402
O95602
P52701
P62136
P55209
P54132
Q14683
P19838
Q04206
P24863
Q9ULK4
O43513
Q16666
P49427
O00458
Q9Y2M0
P12931
P27694
O60437
O95153
O14686
Q86XP3
Q12873
Q07021
Q99856
Q9UQL6
Q9UKV0
P07947
P56524
P29590
O15379
P06241
P51668
Q8WUI4
Q8IUQ4
Q96SB4
Q9UER7
O75928
P37198
Q9P1Z3
Q93008
O14734
Q96G25
Q9NVC6
P67870
Q9NX70
P29692
P78347
P51965
