Q92956
O43865
P41240
P21673
Q8N5R6
Q86SE5
O14933
Q96IT1
Q9BRK4
O75177
O76095
Q96BA8
P05408
P08567
P15328
P35914
P36955
P49763
P52789
P54920
P56181
Q15382
O95639
Q16394
Q53RE8
Q5JUX0
Q7L5A8
Q8TBF5
Q8WUH6
Q8WVF5
Q96FQ6
Q9BUL8
Q9BX68
Q14576
Q9H159
Q9NRP0
Q9NRS6
Q9NZL4
Q9UBQ5
Q99962
P10914
Q12926
P15531
Q9HCD5
Q9Y3Q8
Q15772
Q16666
Q15223
P0CG48
P01024
