name	rank	visiting_probability	is_seed	spd	component_id
Q49A26	49	0.005202933319019996	1	0.18518518518518517	0
P04637	124	0.0053752654196511955	1	0.09405405405405405	0
P63172	26	0.005211804816144491	1	0.125	0
Q15427	8	0.00523625113760852	1	0.18584070796460178	0
P31946	42	0.005285058916469028	1	0.15364583333333334	0
P07900	28	0.005367719439073727	1	0.1277533039647577	0
Q01844	53	0.005398190863492757	1	0.10181818181818182	0
P27348	123	0.0055036022302724875	1	0.13636363636363635	0
Q04917	92	0.005255384142076412	1	0.16030534351145037	0
P08238	154	0.005285411011783867	1	0.13745704467353953	0
Q9Y6K9	78	0.005378631044258358	1	0.12	0
P61981	65	0.005297511059454079	1	0.12162162162162163	0
P62258	60	0.005323569890001184	1	0.17016317016317017	0
P05141	98	0.005231485146110791	1	0.24324324324324326	0
P12236	103	0.005277288309493314	1	0.30327868852459017	0
Q53RE8	63	0.005195820673792474	1	1.0	0
Q9BUZ4	33	0.00524920062266026	1	0.17857142857142858	0
Q9BRK4	153	0.005339014909908224	1	0.07106598984771574	0
P50402	95	0.005336375632798824	1	0.2807017543859649	0
P55072	141	0.005455305830437844	1	0.14522058823529413	0
Q8NHQ1	137	0.0053272772707186845	1	0.07964601769911504	0
Q8ND90	104	0.005256328801033052	1	0.10714285714285714	0
Q08379	130	0.005267725522360273	1	0.08974358974358974	0
P30536	96	0.005235124496799568	1	0.21428571428571427	0
Q9H9H4	56	0.005200531528848885	1	0.20689655172413793	0
Q16864	113	0.005202279985934584	1	0.09433962264150944	0
P54920	11	0.005203911919845438	1	0.16666666666666666	0
P50990	114	0.005253237499163557	1	0.3050847457627119	0
P0CG48	138	0.005600718902692442	1	0.09834254143646409	0
Q13162	50	0.0052136222195412335	1	0.3389830508474576	0
P98066	61	0.005500265003232098	1	0.3333333333333333	0
Q13137	31	0.005294465896118716	1	0.13291139240506328	0
Q5D1E8	85	0.005203735026857367	1	0.47058823529411764	0
P50991	142	0.005251420447587142	1	0.23036649214659685	0
P16152	34	0.005259539825726634	1	0.3404255319148936	0
Q96EY1	83	0.0052220677896649345	1	0.2391304347826087	0
P49368	15	0.005258937127173767	1	0.2047244094488189	0
P35372	150	0.00521158121279565	1	0.09333333333333334	0
P40227	120	0.0052514323724272985	1	0.23696682464454977	0
Q9C005	10	0.005211315536797906	1	0.11290322580645161	0
P78371	25	0.005265645528625083	1	0.21568627450980393	0
