name	submodule	is_seed	spd	component_id
P17980	5	1	0.011363636363636364	0
Q8NE28	5	0	0.2	0
P28566	5	0	0.25	0
Q8N9W6	1	1	0.3333333333333333	1
O15162	1	1	0.08571428571428572	1
Q93062	1	0	0.03424657534246575	1
Q9UHH9	1	0	0.18181818181818182	1
Q00587	1	0	0.15384615384615385	1
Q96LJ7	1	0	0.25	1
Q9H1Q7	1	0	0.16666666666666666	1
Q9HB63	1	0	0.125	1
Q6RVD6	1	0	0.16666666666666666	1
Q9H7M9	1	0	0.5	1
Q8N9H8	1	0	0.3333333333333333	1
Q15077	1	0	1.0	1
Q66K41	1	0	0.5	1
O00308	4	1	0.011976047904191617	2
Q9UPU5	4	0	0.045454545454545456	2
Q6GQQ9	4	0	0.047619047619047616	2
Q96JM7	3	1	0.024390243902439025	3
Q96S99	3	0	0.5	3
Q9NQZ6	2	1	0.06666666666666667	4
Q8N302	2	0	0.045454545454545456	4
