name	rank	visiting_probability	is_seed	spd	component_id
Q15427	17	0.04214264026943311	1	0.05309734513274336	0
P17980	8	0.042156848246735705	1	0.05027932960893855	0
Q9HD26	2	0.042215811167222644	1	0.0380952380952381	0
P55072	5	0.042178031643052005	1	0.022058823529411766	0
Q9BYM8	4	0.042132924151919	1	0.08695652173913043	0
Q16666	10	0.04247638837467263	1	0.017676767676767676	0
Q96JM7	19	0.04219479889733911	1	0.0975609756097561	0
Q8WW12	13	0.04211492583916264	1	1.0	0
Q9BSJ6	18	0.042248948119608706	1	0.13793103448275862	0
Q8N4H5	11	0.042139623341135565	1	1.0	0
Q15007	1	0.04219348882609117	1	0.18518518518518517	0
O96006	7	0.042198119881575125	1	0.10526315789473684	0
Q9GZV8	6	0.04215035759188315	1	0.025	0
Q9P1W9	15	0.042146175722583855	1	0.3	0
Q9NQZ6	16	0.04217594082021646	1	1.0	0
O00308	3	0.042155844834962264	1	0.023121387283236993	0
Q8N9W6	14	0.04219301083200627	1	1.0	0
O95273	12	0.04251662222307626	1	0.05405405405405406	0
O15162	9	0.042225337163968195	1	0.0380952380952381	0
Q9NYB0	62	0.0005411259043177079	0	0.022556390977443608	0
P68431	60	0.0005582893678532033	0	0.012987012987012988	0
Q9UBU9	33	0.0008133831711368992	0	0.01383399209486166	0
Q9HCE1	32	0.000818019657955494	0	0.015384615384615385	0
P07900	44	0.0006148375690719108	0	0.020558002936857563	0
P08238	73	0.0004807799947977774	0	0.01718213058419244	0
Q9Y6K9	50	0.0005742303184798877	0	0.018666666666666668	0
Q14258	38	0.0006896826134760227	0	0.010604453870625663	0
Q9Y5K5	69	0.0005201809786115792	0	0.04878048780487805	0
Q86VP6	43	0.0006410931530098404	0	0.020905923344947737	0
Q93062	25	0.001525310029892192	0	0.05555555555555555	0
Q7Z6Z7	42	0.0006420972005151818	0	0.018823529411764704	0
Q15006	65	0.0005357766090281566	0	0.030303030303030304	0
Q92734	26	0.0015202287280277585	0	0.0603448275862069	0
Q9NX40	21	0.001690969710813082	0	0.05970149253731343	0
Q96RT1	47	0.0006111775649439411	0	0.014598540145985401	0
Q00987	63	0.0005378170190602577	0	0.021912350597609563	0
P51784	64	0.0005359126961681144	0	0.046153846153846156	0
Q9UHL9	55	0.0005658428676174637	0	0.045454545454545456	0
Q15717	31	0.0009940691545284187	0	0.009345794392523364	0
Q15637	35	0.0007543673797300667	0	0.04054054054054054	0
P27986	49	0.0005771551970540339	0	0.0035335689045936395	0
Q96PU4	40	0.0006577193590234702	0	0.058823529411764705	0
P02545	48	0.0005938305604596156	0	0.022263450834879406	0
P05067	20	0.0023365611472061037	0	0.0076201641266119575	0
P54253	68	0.0005265246304964515	0	0.045454545454545456	0
Q5VTB9	41	0.0006441501551461882	0	0.21428571428571427	0
Q5KU26	58	0.0005636513726711175	0	0.08	0
P05412	36	0.0007345540531232737	0	0.016312056737588652	0
Q9Y5L4	71	0.0005026537057239136	0	0.07692307692307693	0
P18031	67	0.0005325389607722751	0	0.013157894736842105	0
Q9GZZ9	28	0.0014272660560786772	0	0.02531645569620253	0
Q13131	74	0.0004584890202688559	0	0.07017543859649122	0
Q8N4V1	66	0.0005347289266902066	0	0.0392156862745098	0
Q9H8W4	75	0.0004532800270360336	0	0.10526315789473684	0
Q8WVV9	29	0.0014136560105206483	0	0.06	0
Q8N1B4	46	0.0006112413557587604	0	0.05357142857142857	0
Q86VS8	56	0.000565748576576767	0	0.043478260869565216	0
Q9UK11	54	0.000566542545138491	0	0.05555555555555555	0
Q86TW2	24	0.0016893913639942969	0	0.10714285714285714	0
O60341	70	0.00050710223533771	0	0.02909090909090909	0
Q6P1K2	57	0.0005652501002493657	0	0.0851063829787234	0
Q9NP66	51	0.0005723371824714186	0	0.060240963855421686	0
Q9BQD3	45	0.0006135632066215676	0	0.05555555555555555	0
Q9BQ65	23	0.001689979210943349	0	0.07142857142857142	0
Q8N302	53	0.0005668219015591966	0	0.19047619047619047	0
Q6DKK2	72	0.0004995015501921613	0	0.10526315789473684	0
Q9ULM2	39	0.0006802613686966898	0	0.15789473684210525	0
P0C7P0	22	0.0016905788160079154	0	0.014492753623188406	0
Q96C55	59	0.000563161065532526	0	0.125	0
P0C7X2	37	0.0007007261171983437	0	0.06521739130434782	0
P15622	52	0.0005711682005886178	0	0.05555555555555555	0
O60504	34	0.0007891020303524777	0	0.034482758620689655	0
Q66K41	30	0.001408995720606552	0	0.5	0
O43251	27	0.0014313075070182498	0	0.06896551724137931	0
O00159	61	0.0005445184099593361	0	0.031578947368421054	0
