name	rank	p_hyper	is_seed	spd	component_id
Q15427	0	0.0	1	0.026785714285714284	0
P17980	0	0.0	1	0.03428571428571429	0
Q9HD26	0	0.0	1	0.06542056074766354	0
P55072	0	0.0	1	0.02197802197802198	0
Q9BYM8	0	0.0	1	0.07575757575757576	0
Q16666	0	0.0	1	0.01804123711340206	0
Q96JM7	0	0.0	1	0.07894736842105263	0
Q9BSJ6	0	0.0	1	0.3333333333333333	0
Q15007	0	0.0	1	0.11538461538461539	0
O96006	0	0.0	1	0.08571428571428572	0
Q9NQZ6	0	0.0	1	0.2	0
O00308	0	0.0	1	0.036585365853658534	0
O95273	0	0.0	1	0.1232876712328767	0
O15162	0	0.0	1	0.15384615384615385	0
Q15691	196	4.8239817685403036e-11	0	0.1282051282051282	0
Q5TB80	163	5.1075252300587886e-14	0	0.39090909090909093	0
Q9H8Y8	122	2.0537431679675067e-10	0	0.1262135922330097	0
Q14764	111	1.9694425325215527e-10	0	0.2	0
Q15468	191	8.939841074335071e-12	0	0.2222222222222222	0
Q9NX63	68	1.020207946074177e-12	0	0.19696969696969696	0
Q9NVX0	175	3.883093522770109e-14	0	0.21621621621621623	0
Q15560	135	5.000701582960807e-10	0	0.24489795918367346	0
Q9BUZ4	2	6.022825737361028e-06	0	0.2345679012345679	0
Q9H3U1	199	9.724783540685747e-11	0	0.18181818181818182	0
Q9BRK4	31	2.9214536704192595e-10	0	0.24875621890547264	0
Q86V48	177	2.707486020941162e-15	0	0.3269230769230769	0
Q93062	108	3.900286467273038e-10	0	0.15753424657534246	0
P14373	35	8.834670099551919e-11	0	0.2029520295202952	0
P37198	121	6.558641780331778e-10	0	0.17391304347826086	0
Q13625	106	9.043503960558002e-10	0	0.27358490566037735	0
P36406	38	7.744146091807756e-12	0	0.20967741935483872	0
Q9P209	154	4.504111290585377e-11	0	0.38333333333333336	0
Q8NHQ1	48	6.190687360782332e-13	0	0.2882882882882883	0
Q8ND90	50	4.10665713637107e-14	0	0.2743362831858407	0
Q08379	7	2.0944567748832998e-05	0	0.24509803921568626	0
Q9NPJ6	148	2.0753351164522267e-09	0	0.17096774193548386	0
Q9P2K3	116	2.743858040751568e-10	0	0.3157894736842105	0
Q9BVG8	33	8.03853714194536e-11	0	0.3977272727272727	0
Q9GZT8	144	1.3020266447001323e-09	0	0.1262135922330097	0
Q96CN9	82	1.1751164876376288e-10	0	0.30434782608695654	0
Q13077	13	4.0283403050612555e-07	0	0.19696969696969696	0
Q13137	10	8.333677384403409e-07	0	0.23529411764705882	0
P25786	47	3.483087945070248e-13	0	0.1590909090909091	0
Q9UPQ9	186	4.163490515825851e-13	0	0.25	0
Q15025	136	6.434113868144173e-10	0	0.21686746987951808	0
Q8N960	164	5.9119907915289646e-15	0	0.5142857142857142	0
Q15154	140	3.925523513406102e-10	0	0.32075471698113206	0
Q9NYB9	99	8.503379437317071e-10	0	0.20454545454545456	0
Q8N4C6	169	3.457023734306466e-13	0	0.3333333333333333	0
Q96HT8	98	4.099142241786245e-10	0	0.3548387096774194	0
Q8IXK0	71	7.626065491836355e-12	0	0.2894736842105263	0
Q08117	43	1.0244815130442238e-12	0	0.3333333333333333	0
Q5SW79	159	8.211970165762471e-12	0	0.24	0
Q8TES7	69	1.4307195391922654e-12	0	0.3333333333333333	0
Q9H788	45	9.336814539518115e-13	0	0.4318181818181818	0
Q9UL42	30	2.169823375678771e-10	0	0.3333333333333333	0
Q8TBB1	80	4.197995220829697e-11	0	0.11398963730569948	0
O75665	151	4.440327884513674e-10	0	0.25333333333333335	0
Q9HC77	167	9.327589890394418e-14	0	0.25	0
O95684	160	1.7347678883849656e-12	0	0.23728813559322035	0
Q9P2S5	187	2.532163960971924e-12	0	0.18888888888888888	0
Q8NHV4	183	9.379326706884317e-14	0	0.1864406779661017	0
Q9NRM7	157	1.5495346309054074e-11	0	0.18248175182481752	0
Q2KHM9	130	3.8606715055815825e-09	0	0.5875	0
Q9BY89	180	4.359063632883244e-14	0	0.375	0
Q1MSJ5	141	8.389932824747423e-11	0	0.625	0
Q5VT06	179	2.7935186444488954e-14	0	0.38461538461538464	0
P40222	117	2.7307305625485556e-10	0	0.3181818181818182	0
O94927	172	2.211571464275655e-14	0	0.4838709677419355	0
Q6P1N0	184	2.7927405665101387e-13	0	0.4444444444444444	0
Q99871	173	2.7194109372264853e-15	0	0.3584905660377358	0
Q7Z7A1	171	2.0353044901005953e-14	0	0.25	0
Q8WYA0	195	4.303899059556447e-11	0	0.3793103448275862	0
Q49A88	150	1.2665369695034898e-09	0	0.5306122448979592	0
Q9C0F1	95	5.710488746686111e-10	0	0.38392857142857145	0
Q9BRR8	168	5.9072149134600874e-15	0	0.4864864864864865	0
Q8N137	188	3.18014258187449e-12	0	0.1792452830188679	0
Q96KN7	155	5.115419239333875e-11	0	0.3617021276595745	0
Q2TAC2	42	7.911144987979381e-14	0	0.4444444444444444	0
Q96DN5	162	1.9997485815874117e-14	0	0.7777777777777778	0
Q96R06	52	2.1036626024434025e-13	0	0.43661971830985913	0
Q8NA72	174	2.269080411091788e-14	0	0.2833333333333333	0
Q96C92	153	1.5627432572209513e-11	0	0.4418604651162791	0
Q96MT8	131	6.6685195655616e-10	0	0.4883720930232558	0
Q86VQ0	152	1.7924951055610985e-10	0	0.3235294117647059	0
Q99550	165	3.2518625608329366e-14	0	0.68	0
Q9Y5B8	137	9.5656772148228e-11	0	0.4909090909090909	0
Q9BT92	139	9.649790101091282e-13	0	0.6756756756756757	0
Q9BRX9	181	4.2409838798960966e-15	0	0.1896551724137931	0
Q9BR77	158	1.949790756229108e-11	0	0.6956521739130435	0
Q6P2H3	156	1.743316412569682e-11	0	0.4375	0
Q9Y2I6	119	1.6523848253070686e-10	0	0.3068181818181818	0
Q96NB1	190	3.71269910462575e-12	0	0.6666666666666666	0
Q9NUQ3	193	2.5445619572831484e-11	0	0.2972972972972973	0
Q9Y2D8	18	2.2939855441993954e-08	0	0.4502923976608187	0
Q96HA8	63	4.777876159286482e-13	0	0.1504424778761062	0
P15884	97	7.804004387185731e-10	0	0.14792899408284024	0
Q9UJV3	11	7.52961698772681e-08	0	0.3979591836734694	0
Q96NC0	61	4.793926881251217e-13	0	0.45454545454545453	0
Q8WWY3	21	7.930478605898724e-10	0	0.17647058823529413	0
Q96GN5	88	7.220870448436175e-10	0	0.3611111111111111	0
Q969G3	93	1.20252000755583e-10	0	0.2	0
Q8IW35	185	3.4019994304796814e-13	0	0.3111111111111111	0
Q6UB99	89	5.786233967861737e-10	0	0.45454545454545453	0
Q12756	109	1.6798626491694707e-10	0	0.2894736842105263	0
P61968	107	1.3683142734601432e-09	0	0.22916666666666666	0
Q12824	129	3.4191185866817627e-09	0	0.09523809523809523	0
Q6NUQ1	29	1.725694874124159e-10	0	0.3333333333333333	0
P25791	79	2.512769172170821e-11	0	0.1732283464566929	0
Q17RB8	114	1.5983463444773466e-11	0	0.3448275862068966	0
Q9HBZ2	8	1.5833730554262299e-06	0	0.5348837209302325	0
Q2TBE0	34	1.264024137862537e-10	0	0.3888888888888889	0
Q9BSW7	120	2.546853897608451e-10	0	0.5625	0
Q9P0T4	1	2.073555189048371e-05	0	0.5789473684210527	0
Q7L4P6	102	2.5480627441321366e-10	0	0.5	0
Q9H0I2	67	2.566277064334886e-13	0	0.4482758620689655	0
Q86VK4	127	2.5865644641780572e-09	0	0.5	0
Q13895	6	3.932569613611234e-05	0	0.3047619047619048	0
Q8N5R6	16	4.827305413489853e-08	0	0.47368421052631576	0
Q96BZ8	36	3.784322632842023e-12	0	0.4473684210526316	0
P38432	81	1.0273099794341776e-10	0	0.1511627906976744	0
Q6NT76	73	8.413484722850097e-12	0	0.2545454545454545	0
Q9BT49	75	4.8332705765629057e-11	0	0.24444444444444444	0
Q96BR9	62	3.163293448971278e-13	0	0.43478260869565216	0
P51116	70	2.098339259955004e-12	0	0.19827586206896552	0
Q96JN2	22	1.0204314377760351e-09	0	0.47619047619047616	0
P55081	59	4.308654006424678e-12	0	0.29508196721311475	0
Q9Y2J4	58	3.749055312749881e-12	0	0.32786885245901637	0
Q9UBB9	39	1.2488800633396898e-11	0	0.28346456692913385	0
Q96EZ8	149	6.77124892125741e-10	0	0.15584415584415584	0
Q13422	90	1.543695581028951e-10	0	0.20952380952380953	0
Q8N7W2	143	6.48741317022676e-10	0	0.2857142857142857	0
Q8N1B4	60	1.6531123108903543e-12	0	0.3090909090909091	0
Q96ED9	65	7.430564981614202e-13	0	0.3125	0
Q7L273	112	1.9650034803952248e-11	0	0.4666666666666667	0
Q5VWN6	123	1.5037159875777147e-09	0	0.36666666666666664	0
Q5VU43	25	1.4795683362001892e-09	0	0.23232323232323232	0
Q6NYC8	26	9.234151546246629e-11	0	0.36585365853658536	0
Q63ZY3	118	1.8983401411009064e-10	0	0.26	0
Q86Y26	103	6.479542847898929e-10	0	0.5	0
O76015	133	3.503552861642505e-10	0	0.4166666666666667	0
Q7Z3B3	49	1.713996852605337e-14	0	0.4523809523809524	0
Q7Z6G3	46	2.8643606050773765e-13	0	0.38596491228070173	0
Q96CS2	40	6.056350228589977e-13	0	0.4105263157894737	0
Q86W54	194	2.7325701128923337e-11	0	0.35714285714285715	0
Q5JR59	24	1.3323548111470598e-09	0	0.28187919463087246	0
Q9BYR5	5	4.349385739197919e-05	0	0.358974358974359	0
Q9Y3Q8	84	2.5002718843902473e-10	0	0.25	0
Q9BQD3	134	5.084962068927438e-10	0	0.3611111111111111	0
Q8IY31	197	5.933430533100098e-11	0	0.28205128205128205	0
Q9BXY8	51	5.3346775815100395e-14	0	0.5789473684210527	0
Q9Y252	37	3.7119175146856074e-11	0	0.5862068965517241	0
Q96ME1	4	1.676350201350738e-05	0	0.36666666666666664	0
Q6PF18	124	2.2519898305592377e-11	0	0.5833333333333334	0
Q9NUL5	23	1.8812734785896106e-09	0	0.7058823529411765	0
Q3B820	15	2.200369526230869e-07	0	0.6538461538461539	0
Q8TD31	56	3.504806423063872e-14	0	0.2948717948717949	0
Q8IYE0	27	7.576466170456926e-10	0	0.6551724137931034	0
Q14D33	28	1.1527136647680157e-09	0	0.8571428571428571	0
Q68DK2	83	1.3931720400555695e-10	0	0.6363636363636364	0
Q96SQ5	12	4.4069140388114944e-07	0	0.7037037037037037	0
Q9BQ24	145	1.4053974996959627e-09	0	0.4117647058823529	0
Q8TAB5	146	1.467758694357512e-09	0	0.47058823529411764	0
Q9NX04	32	3.8199492746570336e-11	0	0.59375	0
Q96IZ5	54	1.5433050414340915e-13	0	0.75	0
Q86V42	87	5.048363729635312e-10	0	0.36363636363636365	0
P54646	100	1.8450644526883928e-10	0	0.18421052631578946	0
Q96T49	113	1.4899992357986017e-11	0	0.41379310344827586	0
Q7Z3S9	76	2.0372852374814814e-11	0	0.15723270440251572	0
P29972	74	3.317789360032077e-11	0	0.4482758620689655	0
Q8N5A5	41	1.3929113092474688e-12	0	0.46938775510204084	0
Q96CJ1	142	1.1629079701586259e-09	0	0.34615384615384615	0
Q6UY14	110	9.301558932017295e-11	0	0.24242424242424243	0
O43741	101	5.797938734959449e-11	0	0.25	0
Q8TCX5	86	3.757849660165557e-10	0	0.2647058823529412	0
Q15834	66	1.510130202187686e-11	0	0.25892857142857145	0
Q8NE31	85	3.127201299701667e-10	0	0.5833333333333334	0
Q9Y247	91	2.630093212113232e-11	0	0.4666666666666667	0
Q8TAP4	105	3.6642481404027337e-10	0	0.3793103448275862	0
Q01850	55	5.47738511589662e-13	0	0.39622641509433965	0
P55040	77	1.4693072252650192e-12	0	0.3548387096774194	0
Q8IWC1	170	3.0668403713260484e-14	0	0.46875	0
Q6IPM2	53	5.81651078160853e-14	0	0.8181818181818182	0
Q9BXS5	126	7.53955046860277e-10	0	0.2222222222222222	0
O43303	182	1.1838801709772147e-13	0	0.28125	0
O94972	17	2.266635702397323e-08	0	0.35384615384615387	0
O60308	176	4.5079052737083997e-14	0	0.43548387096774194	0
Q8IUZ0	189	7.349342484863079e-14	0	0.5416666666666666	0
Q9HAQ2	94	2.652228518559137e-10	0	0.5454545454545454	0
Q8N143	9	1.8635627874896355e-06	0	0.5833333333333334	0
O14639	200	1.9685823950994835e-10	0	0.2222222222222222	0
O95751	44	1.6748612059259478e-13	0	0.44642857142857145	0
P25800	96	1.4339742221055067e-10	0	0.4642857142857143	0
O14641	125	2.2727378532548526e-09	0	0.09541984732824428	0
Q5T5Y3	166	1.0298263102227269e-13	0	0.6	0
Q6ZTW0	198	6.26143381607515e-11	0	0.5333333333333333	0
Q15742	138	1.5867599513945434e-11	0	0.3142857142857143	0
O75716	128	3.024544394867831e-09	0	0.2222222222222222	0
O00560	78	1.9502466989532414e-11	0	0.12299465240641712	0
P0C7X2	3	5.853081343294759e-07	0	0.6744186046511628	0
O14964	132	1.0996154675871266e-10	0	0.09178743961352658	0
O75069	19	3.354480520539413e-08	0	0.375	0
P15622	20	6.859039347691885e-10	0	0.6176470588235294	0
O15078	161	1.1991592346062638e-12	0	0.3469387755102041	0
Q8IYE1	192	1.7542705812027584e-11	0	0.7777777777777778	0
O75604	64	2.5429839705799887e-12	0	0.2	0
P00540	14	9.87107023266694e-08	0	0.2391304347826087	0
O43602	92	3.433162441484737e-11	0	0.2702702702702703	0
O95990	57	1.990652899972476e-12	0	0.3	0
O43167	72	8.812670059497407e-12	0	0.28205128205128205	0
A2RUB6	178	4.8878571912289445e-15	0	1.0	0
A6NKD9	147	1.8032482399731962e-09	0	0.3684210526315789	0
O95153	115	1.954149145928454e-10	0	0.4375	0
O76041	104	6.129088931860488e-11	0	0.375	0
Q8WW12	0	0.0	1	0.0	1
Q8N4H5	0	0.0	1	0.0	2
Q9P1W9	0	0.0	1	0.0	3
