name	rank	p_hyper	is_seed	spd	component_id
Q15427	0	0.0	1	0.1415929203539823	0
P17980	0	0.0	1	0.03910614525139665	0
Q9HD26	0	0.0	1	0.05714285714285714	0
P55072	0	0.0	1	0.07352941176470588	0
Q9BYM8	0	0.0	1	0.014492753623188406	0
Q16666	0	0.0	1	0.20202020202020202	0
Q96JM7	0	0.0	1	0.024390243902439025	0
Q8WW12	0	0.0	1	0.1875	0
Q9BSJ6	0	0.0	1	0.034482758620689655	0
Q15007	0	0.0	1	0.07407407407407407	0
O96006	0	0.0	1	0.05263157894736842	0
Q9GZV8	0	0.0	1	0.05	0
Q9P1W9	0	0.0	1	0.05	0
Q9NQZ6	0	0.0	1	0.06666666666666667	0
O00308	0	0.0	1	0.05202312138728324	0
O95273	0	0.0	1	0.10810810810810811	0
O15162	0	0.0	1	0.047619047619047616	0
P62633	108	1.193580755748355e-23	0	0.4453125	0
P62906	126	1.738804489261491e-28	0	0.5903614457831325	0
Q8IY81	87	1.2288944387376515e-20	0	0.48717948717948717	0
Q9H8H2	122	5.5327889650939876e-27	0	0.3466666666666667	0
Q7L2E3	192	2.1148071005353668e-41	0	0.44565217391304346	0
Q96ME7	107	1.4570943724281514e-25	0	0.45714285714285713	0
Q15050	77	1.139097316916898e-15	0	0.6083916083916084	0
Q9Y3U8	141	5.943042716028309e-37	0	0.5467625899280576	0
Q9NR30	115	9.703985298903427e-25	0	0.31645569620253167	0
Q15397	78	2.0975990977816507e-15	0	0.66	0
Q9UNX3	117	1.5737611405311422e-25	0	0.4846153846153846	0
P62910	137	2.565559569595153e-34	0	0.5576923076923077	0
P62750	132	5.952002548373934e-31	0	0.5449438202247191	0
Q07020	110	1.098987129172843e-24	0	0.5066666666666667	0
Q96GQ7	94	6.298987085304701e-19	0	0.5692307692307692	0
Q49A26	101	1.2187818403974963e-21	0	0.5	0
Q02878	123	1.3365897708100634e-25	0	0.42971887550200805	0
Q9UGY1	105	9.683145229174579e-23	0	0.35	0
Q9H7B2	80	1.2654025474307812e-17	0	0.5492957746478874	0
P62899	143	5.090705141057302e-39	0	0.593103448275862	0
Q15022	62	2.071517953365307e-09	0	0.10932475884244373	0
Q9BZE4	79	2.426244867033322e-16	0	0.5283018867924528	0
Q504Q3	175	5.1172743488511145e-51	0	0.20766773162939298	0
P62888	111	2.0001169144120415e-25	0	0.5392670157068062	0
Q7Z2W4	98	6.99762026634978e-20	0	0.41739130434782606	0
Q9BXY0	91	5.236956481280636e-19	0	0.5660377358490566	0
P62913	131	7.338671093722181e-30	0	0.5397727272727273	0
P62917	112	6.010843281370668e-26	0	0.5714285714285714	0
Q99848	76	5.720220614734497e-15	0	0.6238532110091743	0
Q9GZR7	81	3.533635271433154e-18	0	0.4642857142857143	0
Q8TDN6	86	7.650460849914365e-20	0	0.6195652173913043	0
Q13823	104	1.0989486570088325e-22	0	0.5263157894736842	0
P83731	157	2.8571186439383433e-50	0	0.5098039215686274	0
Q9NZM5	103	1.850755030100395e-21	0	0.34408602150537637	0
Q9NW13	99	3.260858208385166e-20	0	0.6307692307692307	0
P62753	125	1.7289356495198355e-27	0	0.5329949238578681	0
Q9H0R8	200	2.8701114234090146e-39	0	0.14035087719298245	0
Q9UBU9	38	3.4238187536203926e-10	0	0.07312252964426877	0
Q9NQC7	197	2.4066786332013043e-39	0	0.13320463320463322	0
P25398	163	5.8599400781212916e-55	0	0.6037735849056604	0
P11940	198	3.1398933145493768e-40	0	0.2139917695473251	0
Q9P0U3	55	1.1719528516408968e-10	0	0.24390243902439024	0
P49792	24	1.266857488757827e-16	0	0.2911392405063291	0
Q00839	119	3.041669329655866e-26	0	0.23	0
P05141	199	2.1479362209758136e-38	0	0.24864864864864866	0
P63279	34	1.1925485183343516e-12	0	0.10476190476190476	0
P55735	22	7.401429792881458e-16	0	0.19736842105263158	0
P15880	139	2.5293800408903425e-36	0	0.396	0
P19338	118	1.233219031054148e-25	0	0.2776203966005666	0
Q13148	190	1.5192073454062692e-41	0	0.21785714285714286	0
Q14999	43	2.703828464317436e-10	0	0.15873015873015872	0
Q13616	170	8.751599527667357e-54	0	0.15358361774744028	0
Q9Y3T9	73	1.16951123268939e-11	0	0.5131578947368421	0
Q9Y2X3	64	2.770400379149592e-09	0	0.49056603773584906	0
Q86VP6	129	2.260839503898001e-28	0	0.18292682926829268	0
Q13618	172	1.9074209531865322e-51	0	0.10628019323671498	0
Q9UKV8	195	3.220774685093441e-41	0	0.2613065326633166	0
Q92905	179	6.058020036448891e-47	0	0.12410841654778887	0
Q9BV73	196	3.1687428545835833e-41	0	0.23809523809523808	0
Q9UL18	189	1.0344032189010379e-41	0	0.2994350282485876	0
Q9BUZ4	2	1.060357882225576e-05	0	0.13095238095238096	0
Q9NRC8	42	6.865124443702223e-10	0	0.1715686274509804	0
P02751	193	6.286360787061797e-42	0	0.11678832116788321	0
P37198	6	4.014902517380478e-05	0	0.27835051546391754	0
P61956	58	8.391200456364347e-09	0	0.1	0
P63165	53	2.7280399325573085e-10	0	0.10047846889952153	0
P46782	145	5.8363913456643975e-40	0	0.5	0
Q8NFH4	19	7.991292976898646e-14	0	0.631578947368421	0
Q9NVP1	74	9.889728439734258e-13	0	0.5242718446601942	0
P35268	158	6.033372461921898e-51	0	0.5362318840579711	0
P23396	150	1.2162269067191078e-43	0	0.3884297520661157	0
Q9H0A0	70	7.462656808289874e-11	0	0.4057971014492754	0
P30050	155	1.7251916793714887e-48	0	0.532051282051282	0
P52272	186	6.758095200035821e-43	0	0.24691358024691357	0
