name	rank	visiting_probability	is_seed	spd	component_id
Q53RE8	6	0.01568803860963094	1	1.0	0
Q9BRK4	17	0.01583940128218564	1	0.020202020202020204	0
P54920	4	0.01570268639670949	1	0.09090909090909091	0
P0CG48	30	0.015775943587456293	1	0.029082774049217	0
Q96FQ6	38	0.015705830739311005	1	0.17142857142857143	0
Q92956	36	0.015752514486745667	1	0.08695652173913043	0
Q7Z4H7	7	0.015697516123485255	1	0.05970149253731343	0
Q99962	12	0.01574767896530076	1	0.04477611940298507	0
P52789	50	0.015706621420725392	1	0.11904761904761904	0
Q16666	8	0.01578331393158007	1	0.025974025974025976	0
Q9HCD5	20	0.015702135367657938	1	0.1388888888888889	0
Q9BX68	2	0.0156877650134406	1	1.0	0
Q9BUL8	45	0.015702041752043684	1	0.01818181818181818	0
Q8WUH6	51	0.01569361921326776	1	1.0	0
P41240	34	0.015704420363454305	1	0.10256410256410256	0
Q5JUX0	49	0.015695464103766727	1	1.0	0
Q9NZL4	23	0.015755178059175697	1	0.0625	0
Q15772	11	0.015689495042420974	1	1.0	0
Q8N5R6	32	0.015755818282075187	1	0.06578947368421052	0
Q9UBQ5	22	0.01570562312453891	1	0.07017543859649122	0
Q9NRS6	21	0.015712780624086767	1	1.0	0
Q86SE5	28	0.015745429046270503	1	0.07692307692307693	0
Q9Y3Q8	44	0.015806055780673952	1	0.11428571428571428	0
P10914	19	0.015698060578068027	1	0.045454545454545456	0
Q12926	26	0.0161876878005764	1	0.031578947368421054	0
Q15382	33	0.015704051981423866	1	0.09090909090909091	0
P15531	25	0.015705792364946135	1	0.03508771929824561	0
P21673	37	0.015758351325240314	1	0.04477611940298507	0
Q9NRP0	1	0.015699067446207034	1	0.15384615384615385	0
Q9H159	16	0.015711909300744342	1	0.09523809523809523	0
Q14576	27	0.015726361216642913	1	1.0	0
P56181	47	0.015701663053114524	1	0.10810810810810811	0
O95639	5	0.015722291508159486	1	0.07142857142857142	0
O43865	3	0.015707578522992243	1	0.06766917293233082	0
O14933	9	0.015705836198710573	1	0.046511627906976744	0
P15328	15	0.015693441758421876	1	1.0	0
Q96IT1	41	0.015713516146536547	1	0.043478260869565216	0
Q96BA8	35	0.01575115345467033	1	0.058823529411764705	0
Q15223	46	0.015702903271594394	1	0.25	0
P36955	31	0.015699898825396467	1	0.3333333333333333	0
P35914	10	0.015732758914157086	1	0.13043478260869565	0
P49763	18	0.015705287369230915	1	1.0	0
O75177	13	0.015700410421853103	1	0.05405405405405406	0
Q7L5A8	42	0.015693403963391535	1	1.0	0
Q16394	48	0.01570168880992082	1	0.058823529411764705	0
Q8TBF5	39	0.015716466099610648	1	1.0	0
Q8WVF5	14	0.01570884748167369	1	1.0	0
P01024	43	0.015720670225362787	1	0.027777777777777776	0
O76095	29	0.015702481435060936	1	1.0	0
P05408	24	0.015738847681631137	1	1.0	0
P08567	40	0.015712121088673654	1	0.15384615384615385	0
Q99873	66	0.0008442007470288922	0	0.10256410256410256	0
Q9UBU9	116	0.00040809521418055624	0	0.026706231454005934	0
Q9UKB1	59	0.001132473239012044	0	0.03260869565217391	0
Q9NQC7	85	0.0005433873525995008	0	0.03483606557377049	0
O95817	76	0.000655847387326026	0	0.02284263959390863	0
Q9UMX0	83	0.0005694366539890384	0	0.05154639175257732	0
P78362	101	0.00046070450037341825	0	0.03076923076923077	0
Q01844	95	0.0005193953652126538	0	0.036231884057971016	0
P27348	67	0.0008137166045652866	0	0.03981264637002342	0
P05161	131	0.0003292687793584541	0	0.04522613065326633	0
P01241	92	0.0005279841037283019	0	0.04	0
Q13620	78	0.0006490588731293962	0	0.04501607717041801	0
P62987	138	0.00029733605726215746	0	0.04656862745098039	0
Q14999	56	0.00117778045074612	0	0.028119507908611598	0
Q13618	55	0.0012110428282148655	0	0.022222222222222223	0
Q9UKV8	114	0.0004154054620961168	0	0.055	0
Q6IQ23	90	0.0005315137489272603	0	0.024475524475524476	0
P68400	125	0.00035718013896687183	0	0.04516129032258064	0
Q92793	130	0.0003332288532235993	0	0.03821656050955414	0
P02751	75	0.0006595950362794966	0	0.028700906344410877	0
Q13617	77	0.0006536461419983033	0	0.038356164383561646	0
P32121	86	0.0005433451119565577	0	0.041791044776119404	0
P16871	133	0.0003180854071355931	0	0.038461538461538464	0
Q86VN1	126	0.00035438705570782654	0	0.1388888888888889	0
Q15369	73	0.0006952652166617767	0	0.061946902654867256	0
Q07666	97	0.0005087285992409805	0	0.08125	0
P49721	117	0.0004032442261720327	0	0.056818181818181816	0
Q9NRR5	57	0.0011775167786725082	0	0.07741935483870968	0
Q16763	79	0.0006385264657708081	0	0.09090909090909091	0
P40692	134	0.0003158928217354735	0	0.020134228187919462	0
P11021	65	0.0008863211200080065	0	0.056818181818181816	0
P34947	102	0.00045799975870771845	0	0.037037037037037035	0
Q15717	53	0.0012964272704639524	0	0.01944792973651192	0
Q8IWL3	110	0.00043363884734042035	0	0.016666666666666666	0
Q96SW2	89	0.0005346811107587192	0	0.07216494845360824	0
Q9BUA3	108	0.0004511866082612016	0	0.3333333333333333	0
P12268	119	0.0004016859467774291	0	0.08333333333333333	0
Q6IBW4	113	0.00041830037438067574	0	0.06329113924050633	0
Q16543	82	0.0005781618967475557	0	0.07037037037037037	0
Q96HA8	137	0.00030526251542473386	0	0.06896551724137931	0
P02545	81	0.0006038289593963135	0	0.036468330134357005	0
P05067	52	0.0036046882039537883	0	0.019883040935672516	0
Q9Y5S9	87	0.0005400248950324108	0	0.06363636363636363	0
