query,ensembl_gene_id
O60566,ENSG00000156970
Q6XYQ8,ENSG00000110975
Q9NVR2,ENSG00000104613
Q9BQ04,ENSG00000173914
O43464,ENSG00000115317
Q13191,ENSG00000114423
Q02446,ENSG00000105866
Q92954,ENSG00000116690
O15514,ENSG00000144231
Q9H9L7,ENSG00000174574
Q02127,ENSG00000102967
Q9NPI8,ENSG00000183161
P20020,ENSG00000070961
Q9Y342,ENSG00000102934
Q9UHC3,ENSG00000213199
Q14966,ENSG00000075292
Q8TDM0,ENSG00000124243
P35579,ENSG00000100345
Q92900,ENSG00000005007
Q9Y6M7,ENSG00000033867
Q8N9N8,ENSG00000175376
Q9P2E7,ENSG00000138650
O60779,ENSG00000117479
Q14839,ENSG00000111642
Q06546,ENSG00000154727
P48544,ENSG00000120457
Q16875,ENSG00000170525
P0CI25,ENSG00000168930
Q8N8V4,ENSG00000284290
Q7L2K0,ENSG00000162062
Q5U5Z8,ENSG00000165923
Q86VW1,ENSG00000004809
P26441,ENSG00000242689
Q70CQ1,ENSG00000164663
Q8IXM3,ENSG00000182154
Q96P11,ENSG00000130305
Q9BY77,ENSG00000100227
Q8WVK2,ENSG00000124380
Q9NTJ5,ENSG00000211456
Q96SE0,ENSG00000143994
Q9UL15,ENSG00000166170
Q96PF2,ENSG00000206203
Q9BU19,ENSG00000171163
Q5TDP6,ENSG00000146166
P13645,ENSG00000186395
Q92913,ENSG00000129682
P10451,ENSG00000118785
Q8IY49,ENSG00000136297
Q17RF5,ENSG00000174792
Q96GM8,ENSG00000132773
Q96CX3,ENSG00000281661
Q9NYP3,ENSG00000159147
Q9NS39,ENSG00000185736
Q9UI38,ENSG00000283706
Q9Y6L7,ENSG00000095587
P34969,ENSG00000148680
P06748,ENSG00000181163
Q8N434,ENSG00000157703
O60268,ENSG00000135709
Q6UX71,ENSG00000120594
Q00978,ENSG00000285048
Q12983,ENSG00000176171
Q9NYV6,ENSG00000085721
O43257,ENSG00000106400
P12110,ENSG00000142173
Q9GZS1,ENSG00000137054
P11168,ENSG00000163581
P02812,ENSG00000121335
Q9BYR8,ENSG00000262068
A4D2P6,ENSG00000215045
P33897,ENSG00000101986
Q9NTI5,ENSG00000083642
Q96IC2,ENSG00000005189
P60370,ENSG00000241123
Q2M3R5,ENSG00000176273
P35221,ENSG00000044115
Q8IYD2,ENSG00000162873
Q13444,ENSG00000143537
P43354,ENSG00000153234
Q9HA47,ENSG00000130717
O75340,ENSG00000249915
Q9ULA0,ENSG00000123992
Q9NY43,ENSG00000143032
Q8NE63,ENSG00000160396
O00748,ENSG00000172831
A6NKT7,ENSG00000153165
Q8WUR7,ENSG00000169609
O94989,ENSG00000198844
P08183,ENSG00000085563
Q12802,ENSG00000170776
Q0VGL1,ENSG00000188186
P17027,ENSG00000167377
Q9H5Q4,ENSG00000162851
Q6WCQ1,ENSG00000133030
Q8WUB2,ENSG00000204856
P08134,ENSG00000155366
Q9HCE1,ENSG00000155363
Q03989,ENSG00000196843
Q2TB90,ENSG00000156510
Q8N5M1,ENSG00000171953
Q8IV50,ENSG00000140280
Q9H3Q1,ENSG00000179604
Q9Y673,ENSG00000120697
Q92537,ENSG00000100647
P98066,ENSG00000123610
Q9BSQ5,ENSG00000136280
P51825,ENSG00000172493
P40225,ENSG00000090534
Q12952,ENSG00000176678
P48742,ENSG00000274577
Q13177,ENSG00000180370
Q6NT04,ENSG00000140993
Q86YT5,ENSG00000141485
Q6W4X9,ENSG00000277518
Q6GTS8,ENSG00000162877
Q66K79,ENSG00000109625
Q8N5Y8,ENSG00000138617
Q96EP5,ENSG00000071626
Q9H190,ENSG00000125775
Q96NJ5,ENSG00000186231
P17658,ENSG00000151079
O60828,ENSG00000102103
Q15406,ENSG00000148200
Q3BBV2,ENSG00000270231
Q9Y468,ENSG00000185513
Q0VDG4,ENSG00000144306
O75602,ENSG00000077327
Q8N7K0,ENSG00000197647
P51685,ENSG00000179934
Q9Y5S1,ENSG00000187688
Q8NHQ1,ENSG00000114107
Q9Y6U7,ENSG00000099999
Q9Y343,ENSG00000064652
Q9Y2K6,ENSG00000136878
P05062,ENSG00000136872
Q8NFR3,ENSG00000196542
Q86UZ6,ENSG00000130584
Q9UN71,ENSG00000253953
Q2TAC2,ENSG00000176155
P16455,ENSG00000170430
P06727,ENSG00000110244
Q16512,ENSG00000123143
P26572,ENSG00000131446
Q8N961,ENSG00000166016
O94992,ENSG00000186834
Q96B02,ENSG00000104343
Q14494,ENSG00000082641
Q9UHJ6,ENSG00000197417
Q15650,ENSG00000103671
Q9ULL5,ENSG00000126464
A6NI86,ENSG00000274042
Q8WTP8,ENSG00000181026
O00233,ENSG00000110801
Q15329,ENSG00000133740
P35240,ENSG00000186575
Q9UQQ2,ENSG00000111252
O60568,ENSG00000106397
O00220,ENSG00000104689
P17509,ENSG00000108511
Q96AA3,ENSG00000163933
Q9BX79,ENSG00000288257
P51149,ENSG00000075785
Q9HBG7,ENSG00000122224
O75063,ENSG00000116199
Q14203,ENSG00000204843
Q6TFL4,ENSG00000114796
Q8N653,ENSG00000099949
Q96FJ0,ENSG00000138134
Q86UK0,ENSG00000144452
Q96ST2,ENSG00000163166
Q9P2K9,ENSG00000204624
P12532,ENSG00000223572
P12532,ENSG00000237289
Q16559,ENSG00000186051
P62266,ENSG00000186468
Q0VAA5,ENSG00000240891
Q7Z553,ENSG00000139915
Q4FZB7,ENSG00000110066
P50226,ENSG00000197165
Q8IY33,ENSG00000164877
Q6ZSG2,ENSG00000188916
Q5T6V5,ENSG00000165118
Q9NRF2,ENSG00000178188
Q19T08,ENSG00000249751
Q6GQQ9,ENSG00000264522
Q96GA7,ENSG00000139410
Q9NPC1,ENSG00000213906
Q9NT68,ENSG00000145934
Q13573,ENSG00000100603
Q9ULX7,ENSG00000118298
Q9Y2X3,ENSG00000055044
Q5JSJ4,ENSG00000165359
Q5VV52,ENSG00000164011
Q9UBK8,ENSG00000124275
P29459,ENSG00000168811
Q969V6,ENSG00000196588
P48169,ENSG00000109158
Q9H7D0,ENSG00000147459
Q05D32,ENSG00000137770
Q9H0N0,ENSG00000222014
P25800,ENSG00000166407
Q8N392,ENSG00000146376
Q9NPI1,ENSG00000166164
P09110,ENSG00000060971
P48052,ENSG00000158516
Q14596,ENSG00000188554
Q8WWZ7,ENSG00000154265
Q5T8A7,ENSG00000196422
Q96SK3,ENSG00000198182
Q00536,ENSG00000102225
Q9Y620,ENSG00000197275
Q9C0C6,ENSG00000198894
Q7Z7L7,ENSG00000160445
Q9H201,ENSG00000049283
Q99788,ENSG00000174600
Q5JTV8,ENSG00000143337
Q53H12,ENSG00000006530
O60678,ENSG00000185238
Q96G30,ENSG00000135324
Q00888,ENSG00000243137
Q12906,ENSG00000129351
P46937,ENSG00000137693
P50238,ENSG00000213145
Q9NVR0,ENSG00000178502
Q8IYI6,ENSG00000116903
Q6N075,ENSG00000182544
Q9H330,ENSG00000106771
Q9ULR0,ENSG00000261796
Q9ULR0,ENSG00000240682
P46098,ENSG00000166736
Q9BRS2,ENSG00000124784
Q9H6H4,ENSG00000168476
P47869,ENSG00000151834
P32238,ENSG00000163394
P61225,ENSG00000181467
Q96CW5,ENSG00000126216
Q9GZN8,ENSG00000101220
Q6AI08,ENSG00000068097
P32929,ENSG00000116761
Q9NY74,ENSG00000143971
O15144,ENSG00000163466
Q96P65,ENSG00000186867
Q13405,ENSG00000149792
Q5VZE5,ENSG00000135040
Q9P0L2,ENSG00000116141
P35914,ENSG00000117305
Q9UQ16,ENSG00000197959
A1L190,ENSG00000217442
P50895,ENSG00000187244
Q6ZS86,ENSG00000175066
Q96S86,ENSG00000140511
Q9H4A6,ENSG00000113384
Q96ED9,ENSG00000095066
P29558,ENSG00000153250
Q6PF15,ENSG00000149243
P51888,ENSG00000188783
O60312,ENSG00000206190
Q49AM1,ENSG00000120832
Q5T0Z8,ENSG00000188112
Q13428,ENSG00000070814
Q16539,ENSG00000112062
P13164,ENSG00000185885
Q13972,ENSG00000058335
Q5T7N3,ENSG00000132854
Q9NWM0,ENSG00000088826
P28749,ENSG00000080839
P05129,ENSG00000126583
P09172,ENSG00000123454
Q14584,ENSG00000174652
Q9H6J7,ENSG00000149179
Q15723,ENSG00000109381
Q9H9H4,ENSG00000139722
D6RC68,ENSG00000204179
P31274,ENSG00000180806
Q6ZTW0,ENSG00000141933
Q9H7F4,ENSG00000226479
O43313,ENSG00000291953
Q9Y219,ENSG00000184916
A8MW95,ENSG00000196289
Q9UNN4,ENSG00000242441
O60225,ENSG00000165583
P78367,ENSG00000109705
Q9NZJ5,ENSG00000172071
Q9UP65,ENSG00000105499
Q9NV72,ENSG00000167562
Q969U7,ENSG00000128789
Q8IZV2,ENSG00000170293
Q14678,ENSG00000107104
Q9Y5A9,ENSG00000198492
Q96JB3,ENSG00000169635
Q8NHQ9,ENSG00000111364
Q9BYG4,ENSG00000178184
O75526,ENSG00000170748
Q8IZL8,ENSG00000141456
Q9BUA6,ENSG00000106436
Q8NCM8,ENSG00000187240
O95180,ENSG00000196557
Q13393,ENSG00000075651
Q8N4L2,ENSG00000155099
Q06828,ENSG00000122176
Q8N4B1,ENSG00000198324
Q9NSA0,ENSG00000168065
P08476,ENSG00000122641
P78562,ENSG00000102174
P47902,ENSG00000113722
Q6IQ32,ENSG00000101544
Q7Z3E1,ENSG00000163659
Q01973,ENSG00000185483
Q13275,ENSG00000001617
P43243,ENSG00000015479
P17481,ENSG00000120068
Q9BX10,ENSG00000172432
P28845,ENSG00000117594
Q969V5,ENSG00000090432
Q7Z4G4,ENSG00000066651
Q9UKU9,ENSG00000136859
P61160,ENSG00000138071
P22680,ENSG00000167910
Q8N680,ENSG00000181472
P28356,ENSG00000128709
P15538,ENSG00000160882
Q96LQ0,ENSG00000165807
P02656,ENSG00000110245
C9J7I0,ENSG00000219545
Q8IX21,ENSG00000119906
Q6ZMD2,ENSG00000182557
Q6UWL2,ENSG00000106868
Q8WWM7,ENSG00000168488
Q9NSI2,ENSG00000160256
Q68CQ7,ENSG00000016864
Q9UNQ0,ENSG00000118777
Q96IW2,ENSG00000105251
Q8IU80,ENSG00000187045
P00439,ENSG00000171759
P62987,ENSG00000221983
P58107,ENSG00000261150
Q6PGQ7,ENSG00000136122
Q8NEC5,ENSG00000175294
Q2T9L4,ENSG00000205363
Q12836,ENSG00000116996
Q8N4N8,ENSG00000141200
P58215,ENSG00000115318
Q9NYQ7,ENSG00000008300
Q9HAY6,ENSG00000135697
Q8IYL2,ENSG00000155275
Q9H3U1,ENSG00000140553
P04731,ENSG00000205362
P04264,ENSG00000167768
Q9H2Y7,ENSG00000103994
Q2KHR3,ENSG00000060749
Q5BVD1,ENSG00000114529
Q7Z769,ENSG00000175782
O14497,ENSG00000117713
Q13113,ENSG00000162366
Q15813,ENSG00000284770
Q9H9A7,ENSG00000178966
P10635,ENSG00000272532
O95992,ENSG00000138135
Q9NVN3,ENSG00000111785
Q9ULU4,ENSG00000101040
Q8TDL5,ENSG00000125999
Q8IV31,ENSG00000178826
Q8N442,ENSG00000151806
Q9Y5T4,ENSG00000120675
Q9Y2S7,ENSG00000004142
Q9Y530,ENSG00000124596
P21741,ENSG00000110492
Q15109,ENSG00000230514
P80723,ENSG00000176788
P78332,ENSG00000004534
Q6Y288,ENSG00000187676
Q68J44,ENSG00000188716
P47755,ENSG00000198898
P55040,ENSG00000164949
Q5JVG8,ENSG00000081665
Q96L33,ENSG00000104140
Q147U1,ENSG00000196605
A5YM69,ENSG00000288422
Q5F1R6,ENSG00000168724
Q99417,ENSG00000214114
Q9NVF9,ENSG00000143845
P61353,ENSG00000131469
O14829,ENSG00000086717
P14618,ENSG00000067225
P02511,ENSG00000109846
O00330,ENSG00000110435
Q9C026,ENSG00000100505
Q96LP2,ENSG00000153347
P22891,ENSG00000126231
Q96GX2,ENSG00000253719
Q9BVJ7,ENSG00000158716
P04198,ENSG00000134323
P23771,ENSG00000107485
A6NGB9,ENSG00000122574
P0C0S5,ENSG00000164032
Q9GZP8,ENSG00000167644
Q8NB90,ENSG00000145375
Q9H040,ENSG00000010072
Q155Q3,ENSG00000150764
Q02218,ENSG00000105953
P09341,ENSG00000163739
Q96AA8,ENSG00000176049
P50053,ENSG00000138030
Q8IZ96,ENSG00000089505
P55081,ENSG00000140259
P25106,ENSG00000144476
Q8TDN6,ENSG00000113460
Q58A45,ENSG00000152520
Q99680,ENSG00000283812
Q8N4V1,ENSG00000169446
Q9NY65,ENSG00000183785
Q9NNW7,ENSG00000184470
Q5T9L3,ENSG00000116729
P48664,ENSG00000105143
Q92887,ENSG00000023839
O95235,ENSG00000112984
Q06265,ENSG00000123737
Q86Y46,ENSG00000186049
P35346,ENSG00000162009
Q9NSC2,ENSG00000103449
O75751,ENSG00000146477
Q96H79,ENSG00000146858
Q7L5N1,ENSG00000168090
O43189,ENSG00000112511
Q8NCY6,ENSG00000170903
P34947,ENSG00000198873
O14757,ENSG00000149554
O75110,ENSG00000054793
Q96EK6,ENSG00000100522
P62333,ENSG00000100519
P50458,ENSG00000106689
O15056,ENSG00000078269
Q9H8P0,ENSG00000128039
Q8N3J6,ENSG00000175161
P26927,ENSG00000173531
O94864,ENSG00000119760
Q9UHI7,ENSG00000170482
O75354,ENSG00000197586
Q9UDY6,ENSG00000227472
Q6SPF0,ENSG00000288488
Q9BUR4,ENSG00000141499
Q6NXE6,ENSG00000105676
Q7Z5J4,ENSG00000108557
O43194,ENSG00000183840
P84085,ENSG00000004059
P35268,ENSG00000116251
Q5UCC4,ENSG00000161671
O95477,ENSG00000165029
Q5SRE7,ENSG00000175287
O14613,ENSG00000149798
Q96A58,ENSG00000134533
Q15545,ENSG00000178913
Q9NZB2,ENSG00000048828
Q9UL46,ENSG00000284889
P38117,ENSG00000105379
P01215,ENSG00000135346
P16284,ENSG00000261371
Q8NCW5,ENSG00000163382
Q9UJ71,ENSG00000116031
Q9HCM3,ENSG00000122778
Q14002,ENSG00000280501
Q9H4G1,ENSG00000101435
P11277,ENSG00000070182
Q8N412,ENSG00000163116
O60518,ENSG00000137040
Q13608,ENSG00000124587
Q14157,ENSG00000143569
Q15399,ENSG00000174125
P14410,ENSG00000090402
Q9H205,ENSG00000279486
Q8NHS4,ENSG00000162994
Q6ZSZ6,ENSG00000179981
Q8N8G2,ENSG00000170162
P06865,ENSG00000213614
Q6X4W1,ENSG00000165802
Q6ZMN8,ENSG00000205089
P36776,ENSG00000196365
P08684,ENSG00000160868
Q14533,ENSG00000205426
Q86UP6,ENSG00000138161
P15104,ENSG00000135821
Q96MU6,ENSG00000170100
P78382,ENSG00000164414
Q9UNF0,ENSG00000100266
Q9NZ42,ENSG00000205155
P68363,ENSG00000123416
Q8IY81,ENSG00000108592
Q8N2G8,ENSG00000167925
O15484,ENSG00000149260
Q9Y6Z7,ENSG00000184374
Q99616,ENSG00000181374
O43598,ENSG00000112667
Q00987,ENSG00000135679
P17544,ENSG00000170653
Q68BL7,ENSG00000185585
O15444,ENSG00000131142
O94967,ENSG00000085433
Q9BY41,ENSG00000147099
Q8NEZ5,ENSG00000167196
Q6UW60,ENSG00000115257
P09544,ENSG00000105989
A2A288,ENSG00000178199
Q9C0J9,ENSG00000123095
P51841,ENSG00000101890
Q9Y4K4,ENSG00000012983
Q13951,ENSG00000067955
P28039,ENSG00000136250
Q6PI47,ENSG00000155729
P46721,ENSG00000084453
Q9UL51,ENSG00000099822
Q8IY34,ENSG00000110446
P55072,ENSG00000165280
P23025,ENSG00000136936
P18564,ENSG00000115221
Q5VT40,ENSG00000188859
O94788,ENSG00000128918
Q7Z4H8,ENSG00000178202
Q96B67,ENSG00000113369
P14921,ENSG00000134954
Q9H7L9,ENSG00000111707
Q9P212,ENSG00000138193
Q8ND71,ENSG00000171115
Q8N8Y2,ENSG00000147614
Q8NAA4,ENSG00000168010
Q9H0B8,ENSG00000103196
Q8TAW3,ENSG00000083814
Q9NX00,ENSG00000130748
O14744,ENSG00000100462
A5A3E0,ENSG00000196604
Q8WVL7,ENSG00000168876
Q96BH1,ENSG00000163481
O00499,ENSG00000136717
Q53H96,ENSG00000104524
P23443,ENSG00000108443
Q8IW50,ENSG00000164970
Q9HCJ0,ENSG00000078687
Q8N6R1,ENSG00000151778
Q16663,ENSG00000275718
Q9UK53,ENSG00000153487
O95436,ENSG00000157765
P20933,ENSG00000038002
P33981,ENSG00000112742
P43251,ENSG00000169814
P0DP23,ENSG00000198668
P0DP23,ENSG00000143933
P0DP23,ENSG00000160014
Q05682,ENSG00000122786
P27824,ENSG00000283777
P17035,ENSG00000198538
Q6NX49,ENSG00000198131
Q6NUM6,ENSG00000277149
O60934,ENSG00000104320
Q8WW12,ENSG00000081154
P20794,ENSG00000111837
Q5I7T1,ENSG00000175548
Q9NR82,ENSG00000185760
Q13285,ENSG00000136931
P03905,ENSG00000198886
P62877,ENSG00000100387
P21506,ENSG00000256223
P59817,ENSG00000169548
Q7Z5V6,ENSG00000162148
Q99767,ENSG00000034053
P10244,ENSG00000101057
P09455,ENSG00000114115
Q8WW52,ENSG00000162391
Q13546,ENSG00000137275
Q6NSI8,ENSG00000162929
Q3T906,ENSG00000111670
Q9Y2T1,ENSG00000168646
Q6YFQ2,ENSG00000160471
Q8IXM6,ENSG00000137404
Q8IY95,ENSG00000170088
Q92609,ENSG00000131374
O94956,ENSG00000137491
Q3MHD2,ENSG00000161654
Q9BQ15,ENSG00000139579
Q96G79,ENSG00000176087
Q9NXU5,ENSG00000185305
Q15544,ENSG00000064995
P14625,ENSG00000166598
P54793,ENSG00000062096
Q9HCK1,ENSG00000204186
Q9HCF6,ENSG00000083067
P49675,ENSG00000147465
P62253,ENSG00000132388
Q9Y2G9,ENSG00000064932
Q96JS3,ENSG00000137338
Q92734,ENSG00000114354
P32320,ENSG00000158825
Q96N21,ENSG00000167302
Q9NWV8,ENSG00000105393
Q99808,ENSG00000112759
Q96MM3,ENSG00000179059
Q96QV1,ENSG00000164161
O15205,ENSG00000206513
Q9BUE6,ENSG00000135070
Q6UB98,ENSG00000101745
Q99879,ENSG00000273703
Q9UHK0,ENSG00000083635
Q9H579,ENSG00000292233
Q9NRE1,ENSG00000167346
Q02818,ENSG00000104805
Q9UHL3,ENSG00000170074
Q8N7Q3,ENSG00000276219
Q99873,ENSG00000126457
Q8N0X7,ENSG00000133104
Q9UJX0,ENSG00000140961
Q9UPQ9,ENSG00000100354
Q9H6L4,ENSG00000125449
P0DJH9,ENSG00000227729
Q9UBY9,ENSG00000173641
O75533,ENSG00000115524
Q96G91,ENSG00000244165
Q99677,ENSG00000147145
Q5TC12,ENSG00000123472
O43829,ENSG00000198081
Q8N8D1,ENSG00000090470
Q9BQ50,ENSG00000183479
Q9GZN4,ENSG00000282937
O14828,ENSG00000116521
O43572,ENSG00000108599
P51690,ENSG00000157399
Q9Y2L8,ENSG00000196652
P37840,ENSG00000145335
Q9NZJ0,ENSG00000143476
Q9Y6A9,ENSG00000114902
Q9HC24,ENSG00000155957
Q13242,ENSG00000111786
P40261,ENSG00000166741
Q9BRT2,ENSG00000137288
Q5VT25,ENSG00000143776
P61158,ENSG00000115091
Q02809,ENSG00000083444
Q96LR5,ENSG00000182247
Q969L4,ENSG00000181817
Q8TAZ6,ENSG00000140932
Q07960,ENSG00000175220
P07098,ENSG00000182333
Q6ZMI0,ENSG00000162869
P08572,ENSG00000134871
Q9UNH7,ENSG00000129515
Q96MY7,ENSG00000156050
A6NKD2,ENSG00000168757
Q07617,ENSG00000104450
Q9UPQ3,ENSG00000157985
Q8N9Z0,ENSG00000167554
Q9UBI6,ENSG00000172380
Q8IXS8,ENSG00000155744
Q8NFW8,ENSG00000111726
Q7L1Q6,ENSG00000082153
P56179,ENSG00000006377
Q9BRB3,ENSG00000007541
O95760,ENSG00000137033
Q15746,ENSG00000065534
Q6ZRP7,ENSG00000165661
Q9P0I2,ENSG00000125037
Q9Y2Q3,ENSG00000197448
Q9UPX8,ENSG00000162105
P43627,ENSG00000273578
P15812,ENSG00000158488
Q6QEF8,ENSG00000167549
P45381,ENSG00000108381
P15882,ENSG00000128656
Q99102,ENSG00000278303
Q96RT8,ENSG00000280807
Q9ULG1,ENSG00000128908
Q5SZB4,ENSG00000179058
O95990,ENSG00000168309
Q96EP0,ENSG00000092098
P50452,ENSG00000166401
Q92786,ENSG00000117707
Q8NDX9,ENSG00000239497
P01137,ENSG00000105329
Q8IVL1,ENSG00000166833
P57086,ENSG00000171222
Q8WYQ9,ENSG00000140948
A4D1B5,ENSG00000186088
Q96MT8,ENSG00000182923
Q9UQN3,ENSG00000083937
P61204,ENSG00000134287
A1KXE4,ENSG00000152102
Q7Z7F7,ENSG00000162910
Q13131,ENSG00000132356
Q9P2B7,ENSG00000164323
Q8NI36,ENSG00000134987
Q6ZMG9,ENSG00000172292
Q8IZI9,ENSG00000197110
O15226,ENSG00000186416
Q9ULC6,ENSG00000281459
Q9UBB5,ENSG00000134046
Q96LM6,ENSG00000172073
O43525,ENSG00000184156
P24298,ENSG00000167701
P12724,ENSG00000169397
O75909,ENSG00000090061
O94929,ENSG00000173210
Q8WYH8,ENSG00000168395
P37287,ENSG00000165195
O43379,ENSG00000075702
Q96NL8,ENSG00000156172
Q9BWE0,ENSG00000214022
Q9NR12,ENSG00000196923
Q86UE3,ENSG00000187187
O60315,ENSG00000169554
Q8WYB5,ENSG00000281813
Q6P3R8,ENSG00000197168
O43490,ENSG00000007062
Q5H913,ENSG00000174225
Q8NFM7,ENSG00000144730
Q9UG63,ENSG00000033050
Q9Y4F3,ENSG00000166783
Q8TDQ1,ENSG00000186074
Q2M329,ENSG00000173013
O75829,ENSG00000136110
Q7L5A8,ENSG00000103089
Q5TA89,ENSG00000197921
Q96KC9,ENSG00000145309
Q9Y4X0,ENSG00000101935
Q9ULJ6,ENSG00000108175
Q52MB2,ENSG00000177875
Q9Y278,ENSG00000122254
Q9GZY0,ENSG00000269437
Q9GZY0,ENSG00000269405
O94910,ENSG00000072071
Q9NRP0,ENSG00000198856
P46087,ENSG00000111641
Q9BXI6,ENSG00000099992
Q8IXU6,ENSG00000110660
Q969X5,ENSG00000113719
Q9UNF1,ENSG00000102316
Q9HBL0,ENSG00000079308
P02810,ENSG00000277823
P02810,ENSG00000272803
Q9Y6F8,ENSG00000172352
Q9Y6F8,ENSG00000172288
Q4V339,ENSG00000215126
Q8NB14,ENSG00000170185
Q96GJ1,ENSG00000188917
O15391,ENSG00000230797
Q5JPE7,ENSG00000185164
O43309,ENSG00000158691
A0AUZ9,ENSG00000144445
Q8N2S1,ENSG00000090006
Q8N568,ENSG00000170390
Q9Y5F2,ENSG00000291690
Q13105,ENSG00000116809
Q9BYT9,ENSG00000134343
O60447,ENSG00000067208
Q8N806,ENSG00000012963
Q0GE19,ENSG00000120519
Q8NEG4,ENSG00000133477
O43240,ENSG00000129451
O95343,ENSG00000138083
Q96AG3,ENSG00000164209
O60575,ENSG00000122711
O43306,ENSG00000174233
Q96JK2,ENSG00000139990
Q14CX7,ENSG00000111300
Q9ULE6,ENSG00000107719
Q16478,ENSG00000105737
O75164,ENSG00000066135
Q2M3G0,ENSG00000004846
O43918,ENSG00000160224
Q16633,ENSG00000110777
P04000,ENSG00000102076
Q13825,ENSG00000148090
Q6ZMS4,ENSG00000281626
Q9Y3B7,ENSG00000174547
Q8N9V6,ENSG00000144031
Q12816,ENSG00000067445
Q8N8E3,ENSG00000154240
Q9Y6Y9,ENSG00000154589
Q01959,ENSG00000142319
Q8NCN4,ENSG00000166439
Q8WVS4,ENSG00000126870
Q96L12,ENSG00000269058
O43586,ENSG00000140368
Q9BY21,ENSG00000138271
Q9BXS5,ENSG00000072958
Q14249,ENSG00000167136
Q8HWS3,ENSG00000185002
Q8NDW4,ENSG00000198105
Q9C0D0,ENSG00000112137
Q99742,ENSG00000130751
O75344,ENSG00000077800
Q92915,ENSG00000102466
Q9HB14,ENSG00000152315
O75844,ENSG00000084073
O14678,ENSG00000119688
P0C7M6,ENSG00000229972
Q8IZX4,ENSG00000122728
Q7L1W4,ENSG00000171492
Q8TF32,ENSG00000196705
Q8N2F6,ENSG00000170632
P08319,ENSG00000198099
P07320,ENSG00000118231
Q5VIY5,ENSG00000204604
P56880,ENSG00000171217
Q96SY0,ENSG00000138614
P62491,ENSG00000103769
O75409,ENSG00000187516
Q9H305,ENSG00000089486
P55899,ENSG00000104870
Q96IZ5,ENSG00000089682
O00192,ENSG00000099889
Q5T5Y3,ENSG00000130559
Q9H8W5,ENSG00000134253
O94941,ENSG00000185019
Q9NWH9,ENSG00000137776
Q9UBK9,ENSG00000126756
Q15392,ENSG00000116133
P15586,ENSG00000135677
Q9Y2K5,ENSG00000179912
Q9NQX4,ENSG00000128833
Q9H832,ENSG00000159202
Q9NRX3,ENSG00000185633
Q13888,ENSG00000276910
Q5JW98,ENSG00000164451
Q6P3S1,ENSG00000213047
P50995,ENSG00000122359
P28289,ENSG00000136842
O43614,ENSG00000137252
Q8TAM2,ENSG00000165533
Q9Y5Z9,ENSG00000120942
Q13595,ENSG00000164548
P05981,ENSG00000105707
P81605,ENSG00000161634
Q9UKZ9,ENSG00000163710
Q86SE9,ENSG00000180628
P61513,ENSG00000197756
P20827,ENSG00000169242
Q13145,ENSG00000095739
Q9NZI5,ENSG00000134317
Q8IUD6,ENSG00000181481
P46020,ENSG00000067177
Q5T9C9,ENSG00000167103
Q9Y4X3,ENSG00000213927
O43674,ENSG00000136521
P16219,ENSG00000122971
Q8IW36,ENSG00000197472
Q01105,ENSG00000119335
O60216,ENSG00000164754
Q96AB3,ENSG00000063241
Q9BRD0,ENSG00000137656
B1AHC3,ENSG00000248405
O95544,ENSG00000008130
Q8NHS3,ENSG00000164073
Q9P2K5,ENSG00000104177
Q15404,ENSG00000148484
Q96LD8,ENSG00000166192
Q05066,ENSG00000184895
Q9Y2T4,ENSG00000074211
P31944,ENSG00000105141
Q8WVZ1,ENSG00000163958
Q8N9L1,ENSG00000174963
O43187,ENSG00000134070
Q3KNW1,ENSG00000185669
Q969E4,ENSG00000196507
P27487,ENSG00000197635
Q9UBS3,ENSG00000128590
Q96T60,ENSG00000039650
Q5VTQ0,ENSG00000155158
Q5I0X4,ENSG00000221821
Q14344,ENSG00000120063
P17787,ENSG00000160716
P52179,ENSG00000101605
A0PJY2,ENSG00000128610
Q96QE3,ENSG00000176208
Q8NGC4,ENSG00000169208
Q9H7E9,ENSG00000291362
P78545,ENSG00000163435
Q8IXH6,ENSG00000078804
Q8NDX6,ENSG00000139651
Q13203,ENSG00000133055
Q6ZSJ8,ENSG00000197982
Q2QGD7,ENSG00000070476
Q00013,ENSG00000130830
A1A4V9,ENSG00000196118
P32418,ENSG00000183023
Q9P1Z0,ENSG00000283868
Q13183,ENSG00000007216
P07306,ENSG00000141505
P14784,ENSG00000100385
Q9NSD4,ENSG00000063587
Q14954,ENSG00000275421
O60481,ENSG00000156925
Q9Y6G1,ENSG00000096092
O95985,ENSG00000100038
Q16552,ENSG00000112115
A6NDG6,ENSG00000184207
A8TX70,ENSG00000172752
Q9UHY8,ENSG00000171055
Q6P1N9,ENSG00000291730
Q7Z388,ENSG00000156162
P50461,ENSG00000129170
Q8TAC1,ENSG00000175449
Q8N6W0,ENSG00000161082
Q14CW9,ENSG00000087152
Q9P2K8,ENSG00000128829
Q9UHM6,ENSG00000122375
Q9Y2Y0,ENSG00000102931
Q75T13,ENSG00000197121
Q05639,ENSG00000101210
Q96RE7,ENSG00000160877
O60602,ENSG00000187554
Q9UHV5,ENSG00000108352
Q6NXT1,ENSG00000100124
Q9NPE3,ENSG00000182117
O94810,ENSG00000076344
Q684P5,ENSG00000132359
Q96NB2,ENSG00000156398
O15294,ENSG00000147162
P52294,ENSG00000114030
P58004,ENSG00000285069
O00744,ENSG00000169884
