Q13137
Q15427
O14770
Q8IZ63
Q9UKT9
P62826
Q01484
Q14203
Q16666
Q7Z4H7
Q96FN5
Q9Y287
Q6P1W5
Q8N9W6
Q13547
Q16633
Q8ND90
P0C7W6
Q8N6Y0
Q96IJ6
Q9H0A8
P43355
P51808
P63172
Q9UPY8
O14964
O95273
P0CG48
Q15843
Q99816
Q9BQ66
P49116
P51617
Q15750
Q9NYJ8
Q9Y4K3
O94776
Q08379
Q14576
Q5JR59
Q9GZV8
Q9Y6K9
