name	is_seed	spd	component_id
Q08211	1	1.0	0
Q9NR30	1	1.0	0
Q13247	1	1.0	0
P11940	1	1.0	0
P07900	1	1.0	0
P08238	1	1.0	0
P05141	1	1.0	0
P12236	1	1.0	0
P19338	1	1.0	0
P62736	1	1.0	0
Q13243	1	1.0	0
P62937	1	1.0	0
P55072	1	1.0	0
P62807	1	1.0	0
P25705	1	1.0	0
Q71U36	1	1.0	0
Q9BQE3	1	1.0	0
P50990	1	1.0	0
P22061	1	1.0	0
Q13162	1	1.0	0
P50991	1	1.0	0
P19474	1	1.0	0
P10809	1	1.0	0
Q96EY1	1	1.0	0
P49368	1	1.0	0
Q92624	1	1.0	0
P40227	1	1.0	0
Q16778	1	1.0	0
P78371	1	1.0	0
Q05639	1	1.0	0
P68104	1	1.0	0
Q15056	1	1.0	0
Q06830	1	1.0	0
P63267	1	1.0	0
Q08380	1	1.0	0
Q16543	1	1.0	0
O95816	1	1.0	0
P67809	1	1.0	0
P04406	1	1.0	0
P05165	1	1.0	0
P16989	1	1.0	0
Q9HCC0	1	1.0	0
P06748	1	1.0	0
P05166	1	1.0	0
P07437	1	1.0	0
Q16666	1	1.0	0
Q96RQ3	1	1.0	0
Q99623	1	1.0	0
P26196	1	1.0	0
P84243	1	1.0	0
Q08170	1	1.0	0
Q92522	1	1.0	0
Q9BQG0	1	1.0	0
Q9HAV7	1	1.0	0
Q7L7L0	1	1.0	0
Q9BTM1	1	1.0	0
Q93077	1	1.0	0
Q8NF91	1	1.0	0
O95793	1	1.0	0
P00338	1	1.0	0
P06733	1	1.0	0
P19525	1	1.0	0
P07195	1	1.0	0
Q8N5R6	1	1.0	0
Q8NCM8	1	1.0	0
Q8WWM7	1	1.0	0
P12277	1	1.0	0
Q6NSJ2	1	1.0	0
Q7Z434	1	1.0	0
O14654	1	1.0	0
Q9H2X6	1	1.0	0
P24666	1	1.0	0
Q96F46	1	1.0	0
O95295	1	1.0	0
P49458	1	1.0	0
Q9NQZ6	1	1.0	0
P00846	1	1.0	0
O14782	1	1.0	0
O95786	1	1.0	0
O60814	1	1.0	0
P48201	1	1.0	0
O14734	1	1.0	0
Q9NUX5	0	0.5614035087719298	0
Q9Y2W1	0	0.9516129032258065	0
Q9UJU6	0	0.68	0
Q9Y266	0	0.8181818181818182	0
Q9NZN9	0	0.7058823529411765	0
Q9Y281	0	0.918918918918919	0
Q9UBS4	0	0.6708860759493671	0
Q9UBB6	0	0.5714285714285714	0
Q9UNF0	0	0.6444444444444445	0
Q9NYB0	0	0.556390977443609	0
Q9UNE7	0	0.803030303030303	0
P62633	0	0.8739495798319328	0
Q99729	0	0.9333333333333333	0
P62906	0	0.9259259259259259	0
Q9UHA3	0	0.8947368421052632	0
Q8IY81	0	0.9217391304347826	0
Q9H8H2	0	0.6451612903225806	0
Q7L2E3	0	0.898876404494382	0
Q96ME7	0	0.8484848484848485	0
Q15366	0	0.8969072164948454	0
Q9H361	0	0.9642857142857143	0
Q99873	0	0.7564102564102564	0
Q15050	0	0.9014084507042254	0
Q96CS4	0	0.8421052631578947	0
Q9Y3U8	0	0.9411764705882353	0
Q9NWT1	0	0.9166666666666666	0
Q99575	0	0.88	0
Q13310	0	0.9361702127659575	0
