pathway_id,database,name,genes
hsa05168,KEGG,Herpes simplex virus 1 infection - Homo sapiens (human),A0A024R7H5;A0A024RCS3;A0A024RCT1;A0A087WWS6;A0A090N900;A0A0G2JMH6;A0A0S2Z391;A0A0S2Z3C5;A0A0S2Z3Y2;A0A0S2Z4I5;A0A0S2Z4S4;A0A0S2Z5A6;A0A173ADG5;A0A1V0E3M7;A0A1V0E3N1;A0A1V0E3N3;A0A1V0E3N6;A0A1V0E3N7;A0A1V0E3P0;A0A1V0E3P1;A0A1V0E3P2;A0A1V0E3P3;A0A1V0E3P6;A0A1V0E3P8;A0A1V0E3P9;A0A1V0E3Q1;A0A1V0E3Q2;A0A1V0E3Q3;A0A1V0E3Q4;A0A1V0E3Q5;A0A1V0E3Q6;A0A1V0E3Q7;A0A1V0E3Q8;A0A1V0E3R0;A0A1V0E3R3;A0A1V0E3R4;A0A1V0E3R6;A0A1V0E3R8;A0A1V0E3S0;A0A1V0E3S4;A0A1V0E3S6;A0A1V0E3S7;A0A1V0E3T1;A0A2K8FKV1;A0A2X0SFG1;A0A2Z4LKS3;A0A4D6G1L1;A0A4E9D3W4;A0A7R8C2Z1;A0A7R8C308;A0A7R8C355;A0A7R8C381;A0A7R8C382;A0A7R8C383;A0A7R8C397;A0A7R8GUN5;A0A7R8GUN6;A0A7R8GUQ6;A0A7R8GV38;A0A8A2IE78;A8ASI8;A8K6K3;A8K881;A8K8M6;B0LPE5;B2R627;B2R6F3;B3KT21;B3KWR9;B4DR57;B4DVM1;B4DXM8;B4E359;D0EI67;E5FQ95;E9PB61;F6TDL0;G4XXL9;I4EC15;K7PPA8;L0N195;O00329;O00459;O00463;O14543;O14727;O14920;O15111;O15455;O15533;O19682;O43318;O43557;O60603;O60674;O95786;P00973;P01024;P01031;P01374;P01375;P01563;P01566;P01567;P01568;P01569;P01570;P01571;P01574;P01579;P01584;P01889;P01903;P01906;P01909;P01911;P01920;P04233;P04439;P04440;P04637;P05013;P05014;P05015;P05106;P05198;P05231;P05538;P06340;P08648;P09086;P0DY56;P10321;P10415;P12931;P13500;P13501;P13747;P13762;P13765;P14859;P15260;P17181;P17693;P19438;P19525;P19838;P20036;P23458;P23497;P25445;P25963;P27797;P27918;P27986;P28067;P28068;P29459;P29460;P29590;P29597;P29728;P30101;P30511;P31749;P31751;P32881;P36873;P38484;P42224;P42336;P42338;P42345;P42574;P43405;P48023;P48551;P49770;P49815;P51610;P51617;P52630;P55211;P55957;P61769;P62136;P62140;P79483;P84103;P99999;Q00978;Q01130;Q03518;Q03519;Q04206;Q05823;Q06124;Q07812;Q07817;Q07955;Q08170;Q10589;Q12933;Q13114;Q13144;Q13158;Q13242;Q13243;Q13247;Q13489;Q13490;Q13541;Q14164;Q14232;Q14653;Q14790;Q15223;Q15382;Q15628;Q15750;Q16611;Q16629;Q30154;Q31604;Q4LE51;Q53F85;Q53FN0;Q53GA5;Q53XC0;Q53XC2;Q53ZZ1;Q5JNW1;Q5JZ47;Q5QNS2;Q5STB3;Q5STV3;Q5SUL5;Q5Y7D1;Q5Y7D3;Q68CY7;Q69FE3;Q6DU14;Q6FI39;Q6ICR9;Q6P669;Q6R739;Q75MH2;Q76NI6;Q7Z2W4;Q7Z3W2;Q7Z434;Q86V81;Q86WV6;Q86WV8;Q8IUC6;Q8IW76;Q8MH44;Q8N381;Q8N884;Q92569;Q92574;Q92692;Q92934;Q92956;Q92985;Q95HC2;Q96SB4;Q99836;Q9BRL6;Q9BX59;Q9BYX4;Q9GZY0;Q9H257;Q9H4D5;Q9HA31;Q9NR50;Q9NR96;Q9NWZ3;Q9NYJ8;Q9UBU9;Q9UER7;Q9UHD2;Q9UI10;Q9UKI9;Q9UKJ0;Q9UKJ1;Q9Y243;Q9Y4K3;Q9Y5Z7;Q9Y6K5;Q9Y6K9;R9QE65;V9HVY3;V9HW04;V9HW88;V9HWA9;X5CF87;X5CKB3;X5CKE2;X5D2U9;X5D9D2
