Q92956
Q04917
P62258
P61981
P27348
P31946
O43865
Q9BRK4
Q96BA8
P41240
P21673
Q8N5R6
Q969F0
Q86SE5
P0DJI8
O14933
O15392
O75177
O76095
O95639
P05408
P08567
P36955
P15328
Q99750
Q96IT1
Q96EY1
Q9GZV8
Q9NQZ6
P55774
P56181
P82980
Q15382
Q15772
Q16394
Q53RE8
Q5JUX0
Q7L5A8
Q8N998
Q8TBF5
Q8WUH6
Q8WVF5
Q9NRS6
Q96FQ6
Q9BUL8
Q9BX68
Q9BXS6
Q9H159
Q9NRP0
Q9NZL4
P35914
P49763
P52789
P54920
Q02750
P69892
P14770
P14555
P61769
P56378
P63241
P40616
P36382
P35372
P31260
P31151
P30536
P26641
P49458
P19652
P16152
O95990
O95989
O75909
P14210
P13164
P06028
P05114
O43739
O43557
O75828
O15162
Q99962
Q9Y3Q8
Q8N682
Q7L8A9
Q6ZP80
Q6UWN8
Q9C005
Q9NXF8
Q9BWG6
Q9BWG6
Q99731
Q99541
Q92882
Q8WVX3
Q8TC12
Q4J6C6
Q16864
Q16774
Q15661
Q14512
Q5SW96
Q13432
Q12893
Q9UBQ5
Q01844
O15503
O14807
O00585
P04637
Q9H000
Q9H9H4
Q9NX57
Q9Y2W2
Q9Y6K9
P55198
Q5D1E8
Q15233
Q15427
Q16621
Q8IUH3
Q5JR59
Q9BUZ4
Q12933
Q9UKT9
Q9H0U9
Q49A26
Q96S65
O95251
Q12926
Q14576
P01100
P98066
Q9H813
Q9NRW1
Q7Z4H7
Q9Y4P9
Q15654
Q06609
O43805
Q96F46
Q9BQ66
Q68G74
O95273
Q14525
Q13137
Q08379
Q8NHQ1
Q8ND90
Q7L4P6
Q9NRY6
P07307
P10914
P15531
Q9HCD5
O14654
Q6NSJ2
P68104
P78371
Q8NF91
P17987
Q16543
P50990
P12236
P07437
P07900
Q13162
Q08380
Q06830
Q05639
P50991
P24666
P40227
P49368
P08238
P05141
O14734
Q16666
Q15223
Q9UPY8
P63172
P02545
P50402
P0DPB5
P48201
P55072
O95295
P00846
P0CG48
P01024
