name	submodule	is_seed	spd	component_id
Q9Y4K3	3	1	0.007889546351084813	0
Q8WXF8	3	1	0.1111111111111111	0
Q13077	3	0	0.010050251256281407	0
Q8NFM7	3	0	0.14285714285714285	0
Q99706	3	0	0.16666666666666666	0
O15519	3	0	0.034482758620689655	0
Q5VYS4	3	0	1.0	0
Q9HD23	2	1	0.034482758620689655	1
P25101	2	1	0.045454545454545456	1
Q92633	2	0	0.015151515151515152	1
Q8WVP7	2	0	0.07692307692307693	1
Q01081	1	1	0.018018018018018018	2
Q12926	1	1	0.010526315789473684	2
Q15424	1	0	0.021739130434782608	2
Q8TA86	1	0	0.125	2
