name	is_seed	spd	component_id
P02511	1	1.0	0
P62736	1	1.0	0
Q9Y4K3	1	1.0	0
P19474	1	1.0	0
Q15056	1	1.0	0
Q08380	1	1.0	0
Q9NRA8	1	1.0	0
O95816	1	1.0	0
P07437	1	1.0	0
Q16666	1	1.0	0
Q8NFH5	1	1.0	0
P13056	1	1.0	0
P19419	1	1.0	0
Q92478	1	1.0	0
P07339	1	1.0	0
P48454	1	1.0	0
Q9HD23	1	1.0	0
Q01081	1	1.0	0
O60341	1	1.0	0
Q12926	1	1.0	0
P10398	1	1.0	0
P09914	1	1.0	0
O14770	1	1.0	0
P25101	1	1.0	0
Q01850	1	1.0	0
Q9Y6H6	1	1.0	0
P29992	1	1.0	0
Q14576	1	1.0	0
Q9NWS9	1	1.0	0
O14964	1	1.0	0
O14782	1	1.0	0
O00459	1	1.0	0
Q86VW0	1	1.0	0
Q5T7M9	1	1.0	0
Q8WXF8	1	1.0	0
Q68DY1	1	1.0	0
Q9Y2W1	0	0.7096774193548387	0
Q9Y266	0	0.48951048951048953	0
Q9Y3X0	0	0.5	0
Q9UNE7	0	0.6212121212121212	0
Q99729	0	0.7523809523809524	0
P62906	0	0.6358024691358025	0
Q9UHA3	0	0.7368421052631579	0
Q8IY81	0	0.7043478260869566	0
Q7L2E3	0	0.651685393258427	0
Q96ME7	0	0.6060606060606061	0
Q08211	0	0.6732283464566929	0
Q99873	0	0.5641025641025641	0
Q15050	0	0.6056338028169014	0
Q9Y3U8	0	0.5955882352941176	0
Q9NWT1	0	0.625	0
Q9NR30	0	0.7207792207792207	0
Q99575	0	0.5866666666666667	0
Q13310	0	0.7304964539007093	0
Q15397	0	0.7070707070707071	0
P62750	0	0.6379310344827587	0
Q07020	0	0.6741071428571429	0
Q96AC1	0	0.6111111111111112	0
Q9H7E9	0	0.47368421052631576	0
Q96GQ7	0	0.7424242424242424	0
Q49A26	0	0.5192307692307693	0
Q6PK04	0	0.55	0
Q9BWE0	0	0.5	0
Q16539	0	0.451063829787234	0
Q9BRZ2	0	0.7	0
Q9H7B2	0	0.746268656716418	0
Q15022	0	0.6634304207119741	0
Q9BZE4	0	0.7019230769230769	0
Q504Q3	0	0.5569620253164557	0
Q9H9Y2	0	0.5454545454545454	0
Q7Z2W4	0	0.6454545454545455	0
Q9BXY0	0	0.6346153846153846	0
Q9Y6E2	0	0.43636363636363634	0
P84090	0	0.6081081081081081	0
Q13352	0	0.35714285714285715	0
Q9NRW3	0	0.8	0
Q99848	0	0.6788990825688074	0
Q9GZR7	0	0.6231884057971014	0
Q13823	0	0.6296296296296297	0
P83731	0	0.6466666666666666	0
Q9NW13	0	0.6129032258064516	0
Q9GZQ8	0	0.5572289156626506	0
Q9UJV9	0	0.7612903225806451	0
Q9HCE7	0	0.49719101123595505	0
Q9H0R8	0	0.5235955056179775	0
Q9Y297	0	0.45	0
Q9NZ43	0	0.4642857142857143	0
Q9UBU9	0	0.3620178041543027	0
Q9C0B0	0	0.46953405017921146	0
Q9NRR4	0	0.6458333333333334	0
Q9Y2R9	0	0.4305555555555556	0
Q9UKB1	0	0.44565217391304346	0
Q9C0C9	0	0.47058823529411764	0
Q9H492	0	0.576530612244898	0
Q9NQC7	0	0.5860655737704918	0
O95817	0	0.41116751269035534	0
Q9Y255	0	0.2857142857142857	0
P34932	0	0.5757575757575758	0
P04637	0	0.43969298245614036	0
Q15365	0	0.6117021276595744	0
Q9UMX0	0	0.4020618556701031	0
Q8TEW6	0	0.4878048780487805	0
P10415	0	0.4953271028037383	0
P04792	0	0.5132275132275133	0
Q9UBV8	0	0.6153846153846154	0
Q8IZQ1	0	0.5384615384615384	0
Q13501	0	0.5404411764705882	0
Q9H4A3	0	0.39263803680981596	0
P48556	0	0.6071428571428571	0
Q99832	0	0.5818181818181818	0
Q9NTK5	0	0.5818181818181818	0
P50502	0	0.5192307692307693	0
P04080	0	0.5714285714285714	0
P54819	0	0.6190476190476191	0
Q06787	0	0.6226415094339622	0
Q15653	0	0.6	0
P63172	0	0.3592233009708738	0
Q13829	0	0.40425531914893614	0
Q13363	0	0.5	0
O95831	0	0.6271186440677966	0
Q8WUM4	0	0.5948275862068966	0
P11940	0	0.6995884773662552	0
P52434	0	0.4098360655737705	0
P47756	0	0.5135135135135135	0
P62191	0	0.6165413533834586	0
P00441	0	0.5102040816326531	0
Q9UBT2	0	0.4878048780487805	0
Q99614	0	0.40476190476190477	0
Q15691	0	0.43037974683544306	0
P63104	0	0.5076923076923077	0
P27816	0	0.7083333333333334	0
P62993	0	0.4274193548387097	0
Q15759	0	0.6666666666666666	0
P31946	0	0.45012787723785164	0
P50395	0	0.4782608695652174	0
P49321	0	0.5686274509803921	0
P63208	0	0.423963133640553	0
Q5TB80	0	0.39285714285714285	0
Q03933	0	0.4	0
P28070	0	0.5888888888888889	0
P21266	0	0.25925925925925924	0
P15311	0	0.46835443037974683	0
P04083	0	0.6296296296296297	0
P05109	0	0.65625	0
Q14566	0	0.5568181818181818	0
P78362	0	0.37948717948717947	0
Q9UBE0	0	0.5	0
P07900	0	0.508695652173913	0
Q01844	0	0.43478260869565216	0
Q14008	0	0.5904761904761905	0
Q9NZL9	0	0.6666666666666666	0
P16949	0	0.5833333333333334	0
P68402	0	0.45	0
Q5S007	0	0.5282555282555282	0
P33993	0	0.5752212389380531	0
P51617	0	0.8333333333333334	0
P17980	0	0.5168539325842697	0
P60896	0	0.5433070866141733	0
P07602	0	0.7441860465116279	0
Q96B67	0	0.4666666666666667	0
Q14146	0	0.6111111111111112	0
P25942	0	0.76	0
Q9BSI4	0	0.34375	0
P07355	0	0.631578947368421	0
P61088	0	0.42358078602620086	0
P49720	0	0.55	0
Q15773	0	0.638095238095238	0
P42574	0	0.5738636363636364	0
P54252	0	0.5853658536585366	0
Q14764	0	0.5753424657534246	0
Q9NR12	0	0.5267175572519084	0
P13804	0	0.4318181818181818	0
P07237	0	0.5540540540540541	0
Q9BZV1	0	0.5686274509803921	0
P68036	0	0.5572519083969466	0
Q9UJY1	0	0.3793103448275862	0
P34931	0	0.6385542168674698	0
P30086	0	0.5	0
Q6NZI2	0	0.5909090909090909	0
P20339	0	0.3669724770642202	0
P54274	0	0.4043321299638989	0
P51149	0	0.4576271186440678	0
P27348	0	0.5480093676814989	0
P52907	0	0.5980392156862745	0
P28074	0	0.5980392156862745	0
Q6IBS0	0	0.4576271186440678	0
Q9BWD1	0	0.48936170212765956	0
P08758	0	0.6031746031746031	0
Q99732	0	0.5348837209302325	0
Q04917	0	0.45925925925925926	0
P49792	0	0.6601307189542484	0
P78527	0	0.6286764705882353	0
P78417	0	0.42424242424242425	0
P05161	0	0.5226130653266332	0
P08238	0	0.5117845117845118	0
P25787	0	0.5873015873015873	0
Q15468	0	0.4634146341463415	0
Q9Y6K9	0	0.5292479108635098	0
Q00839	0	0.62217659137577	0
P08754	0	0.4479166666666667	0
Q8N122	0	0.416	0
P09874	0	0.5510204081632653	0
P10619	0	0.4722222222222222	0
Q07820	0	0.5538461538461539	0
Q13435	0	0.5877862595419847	0
P61981	0	0.4726027397260274	0
Q13155	0	0.6341463414634146	0
P62258	0	0.47674418604651164	0
P42858	0	0.3987341772151899	0
P55209	0	0.6231884057971014	0
Q9UBN7	0	0.6106194690265486	0
Q13480	0	0.5571428571428572	0
P46108	0	0.42452830188679247	0
Q92567	0	0.6	0
P63279	0	0.5144230769230769	0
P55735	0	0.5540540540540541	0
P62195	0	0.53	0
Q9UJY5	0	0.3880597014925373	0
