name	rank	visiting_probability	is_seed	spd	component_id
Q9UBU9	115	0.0059711956295699555	1	0.06966490299823633	0
Q13363	112	0.005401357045789412	1	0.23783783783783785	0
P78527	23	0.005478885754948984	1	0.296969696969697	0
P55209	125	0.005300989719846854	1	0.2573099415204678	0
P12931	142	0.0053354461039940085	1	0.08764940239043825	0
Q14203	116	0.005408743819983395	1	0.10486891385767791	0
Q92922	22	0.005374889579958624	1	0.42028985507246375	0
Q13547	15	0.005635754738349944	1	0.17900172117039587	0
Q9UQL6	11	0.005418986488141757	1	0.18803418803418803	0
Q9H2P0	89	0.005310413032428765	1	0.40350877192982454	0
Q9Y265	141	0.005421512268643127	1	0.2518248175182482	0
Q07021	129	0.005304125406084471	1	0.1618705035971223	0
Q9NVC6	42	0.005347975156966562	1	0.32051282051282054	0
P51532	81	0.005451788491122766	1	0.33617021276595743	0
P54132	132	0.005413322288621929	1	0.36082474226804123	0
P67870	101	0.00536829598377449	1	0.1503267973856209	0
P27694	147	0.005516104982298508	1	0.164969450101833	0
Q16666	117	0.005419311137986764	1	0.0958904109589041	0
Q96SB4	131	0.0053069838741010835	1	0.11827956989247312	0
P63165	111	0.005437666682248078	1	0.18775510204081633	0
P61956	70	0.005478159103883385	1	0.22727272727272727	0
P13010	20	0.00545363552102574	1	0.2939189189189189	0
Q92769	121	0.005569025115409344	1	0.24581005586592178	0
Q9UER7	4	0.00542984442124565	1	0.2552083333333333	0
P38398	151	0.005721413524889348	1	0.13673469387755102	0
P49736	19	0.005530240750892712	1	0.09570957095709572	0
P62136	83	0.005394886352766733	1	0.12778904665314403	0
Q93009	17	0.005444763788759255	1	0.19020172910662825	0
P50402	86	0.005382051748994168	1	0.2755102040816326	0
Q8IUQ4	98	0.005384426837177227	1	0.13068181818181818	0
P37198	123	0.005303216984949108	1	0.18584070796460178	0
Q8NHQ1	128	0.0053020357967875935	1	0.07534246575342465	0
Q8ND90	124	0.005327346853964316	1	0.087248322147651	0
Q9BWF2	100	0.005278564700849655	1	0.35	0
Q9NPF5	6	0.005286993302543296	1	0.29411764705882354	0
Q12888	105	0.0054241409916839945	1	0.33548387096774196	0
P52701	66	0.005368988685191702	1	0.43	0
Q15393	79	0.005316716295351833	1	0.26570048309178745	0
P43246	134	0.0053887543689995505	1	0.32894736842105265	0
Q09028	28	0.005406273066649697	1	0.32142857142857145	0
Q14683	118	0.005364612755452241	1	0.33766233766233766	0
P48730	103	0.005278785985400975	1	0.2079207920792079	0
P51668	133	0.005377830445017973	1	0.13909774436090225	0
Q92878	150	0.005361846236364665	1	0.4322033898305085	0
Q9Y5B9	82	0.005395218197017381	1	0.3170731707317073	0
Q9UMS4	54	0.0053614880274266445	1	0.27	0
Q9Y5A6	87	0.0052812538610190075	1	0.21739130434782608	0
Q8TAQ2	8	0.005437145108560432	1	0.4394904458598726	0
P51965	60	0.005353974951298977	1	0.125	0
Q14676	5	0.005417322948150344	1	0.24752475247524752	0
P51531	92	0.0053435636474947115	1	0.375	0
Q96EZ8	95	0.005307422604021248	1	0.27710843373493976	0
Q96EY1	47	0.005280505188927566	1	0.23423423423423423	0
P49959	32	0.005374525318100197	1	0.39849624060150374	0
P78347	41	0.005383952650277499	1	0.3795620437956204	0
P51610	43	0.005341516690364563	1	0.3064516129032258	0
Q04206	85	0.005447017452247877	1	0.17889908256880735	0
Q13404	45	0.005288054015619471	1	0.07317073170731707	0
