name	submodule	is_seed	spd	component_id
O00308	5	1	0.010471204188481676	0
P51795	5	0	0.09090909090909091	0
Q15012	5	0	0.08333333333333333	0
P17980	4	1	0.009900990099009901	1
P28566	4	0	0.125	1
Q8NE28	4	0	0.2	1
Q9UKT9	1	1	0.03669724770642202	2
Q9NRY6	1	1	0.1111111111111111	2
Q9BQ66	1	1	0.02702702702702703	2
Q9NQZ6	1	1	0.125	2
O95273	1	1	0.0297029702970297	2
O15162	1	1	0.02857142857142857	2
Q14129	1	0	0.03333333333333333	2
Q8IWZ5	1	0	0.045454545454545456	2
Q9ULM2	1	0	0.07142857142857142	2
Q8N6N6	1	0	0.25	2
O76003	1	0	0.028037383177570093	2
P57796	1	0	0.2	2
B0FTY2	1	0	0.5	2
B2R4U6	1	0	1.0	2
Q09FC8	1	0	0.5	2
Q9BYM8	2	1	0.012195121951219513	3
Q8N9V2	2	0	0.25	3
Q15007	3	1	0.034482758620689655	4
Q8N7E2	3	0	0.16666666666666666	4
