source	target
P17980	Q9BUZ4
P17980	Q12756
P17980	P25786
P17980	Q9Y2J4
Q14764	Q99750
Q14764	Q8IYA8
Q14764	Q7Z3S9
Q14764	Q93062
Q14764	Q6UY14
Q14764	Q9UJV3
Q14764	Q7L273
Q14764	Q8IWZ5
Q14764	Q9P2K3
Q14764	Q9HD26
Q9NX63	Q9Y2D8
Q9NX63	Q9Y2J4
Q9HD26	Q9P0T4
P15884	Q96SQ5
P15884	Q9Y252
P15884	Q9UKJ5
P15884	P43115
P15884	P29972
P15884	Q9NQL9
P15884	Q14129
P15884	Q96BZ8
P15884	Q14764
P15884	Q9HD26
P15884	Q9H5Z6
P15884	Q5TZK3
P15884	Q15973
P15884	P55040
P15884	Q9NUL5
P15884	Q9NX04
P15884	Q6NYC8
P15884	Q8TAU3
P15884	P25786
P15884	Q08117
P15884	Q15560
P15884	Q969G3
P15884	P49901
Q16666	Q7Z417
Q15560	Q9BZW7
Q15560	Q9UJV3
Q15560	Q9BYV2
Q15560	Q6UY14
Q15560	Q96JN2
Q15560	Q6A162
Q15560	Q8TES7
Q15560	Q9BRK4
Q9BUZ4	Q9P0T4
Q9BUZ4	Q9HBZ2
Q9BZW7	Q9P2K3
Q9BZW7	Q9Y252
Q9BZW7	Q9UJV3
Q9BRK4	Q9BXY8
Q9BRK4	Q9NX04
Q9BRK4	Q9BVG8
Q9BRK4	Q9NUL5
Q9BRK4	Q9BVV2
Q9BRK4	Q9UQ90
Q9BRK4	Q9H5Z6
Q9BRK4	Q9Y2D8
Q9BRK4	Q9BT49
Q9BRK4	Q9H788
Q9BRK4	Q9BWG6
Q9BRK4	Q9P2K3
Q9BRK4	Q9NX63
Q9BRK4	Q9NVL8
Q9BRK4	Q9P0T4
Q9BRK4	Q9H257
Q9BRK4	Q9HBZ2
Q93062	Q9P0T4
Q93062	Q9H5Z6
Q93062	Q96HA8
Q93062	Q9BVV2
Q93062	Q9NQL9
Q93062	Q9UQ90
Q93062	Q9BUZ4
Q93062	Q96ME1
Q93062	Q9BRK4
Q93062	Q9H0I2
P14373	Q7Z3I7
P14373	Q13895
P14373	Q9H788
P14373	Q12756
P14373	Q96BZ8
P14373	Q8TD31
P14373	Q9BXY8
P14373	P36406
P14373	Q53FD0
P14373	Q9P2K3
P14373	Q8WWY3
P14373	Q96HA8
P14373	Q9NX04
P14373	Q9BQ24
P14373	Q8WTP8
P14373	P55040
P14373	Q7L273
P14373	Q9BVG8
P14373	Q9UJV3
P14373	Q9NX63
P14373	Q14129
P14373	Q08117
P14373	Q8TAU3
P14373	Q8NA54
P14373	Q9P0T4
P14373	Q15560
P14373	Q8TES7
P14373	Q7Z3S9
P14373	Q9NQL9
P14373	Q8N5A5
P14373	P15622
P14373	Q9BVV2
P14373	Q06250
P14373	Q15040
P14373	Q9NVL8
P14373	Q96CS2
P14373	Q9HBZ2
P14373	Q96IZ5
P14373	Q9Y2J4
P14373	Q6NYC8
P14373	P25786
P14373	Q9BSJ6
P14373	Q9BWG6
P14373	Q8IWZ5
P14373	Q7Z3B3
P14373	Q14764
P14373	Q68D86
P14373	Q9Y252
P55072	Q6NYC8
P55072	Q96HA8
P55072	Q8TES7
P55072	Q8WWY3
P55072	Q96CS2
P55072	Q14129
O95967	Q5T5A8
O95967	Q93062
O95967	O95990
O95967	Q5TA82
O95967	P27658
O95967	Q8WWY3
O95967	Q02930
O95967	P29972
O95967	Q7Z417
O95967	Q8N5R6
O95967	P43115
O95967	Q5TZK3
O95967	Q14129
O95967	P49639
O95967	Q8NEC5
O95967	P50222
O95967	Q9H5Z6
Q12933	Q96IZ5
Q12933	Q14129
Q12933	Q8IYX8
Q12933	Q7Z3B3
Q12933	Q8IWZ5
Q12933	Q8NEC5
Q12933	Q8TD31
Q12933	Q9BRK4
Q12933	Q9BXY8
Q12933	Q15560
Q12933	Q96HA8
Q12933	Q86YD7
Q12933	Q9P2K3
Q12933	Q9BUZ4
Q12933	Q53FD0
Q12933	Q8TES7
Q12933	Q9NVL8
Q12933	Q9H0I2
Q12933	Q9H788
Q12933	Q6NYC8
Q12933	Q96IX9
Q12933	Q9BT49
Q12933	Q9Y2J4
Q12933	Q8TBE0
Q12933	Q13077
Q12933	Q9BVV2
Q12933	Q8NA54
Q12933	Q9BVG8
Q12933	Q14764
Q12933	Q8N5R6
Q12933	Q9HBZ2
Q12933	Q13137
P36406	Q9H257
P36406	Q13077
P36406	Q53FD0
P36406	Q14D33
P36406	Q86YD7
P36406	Q96IX9
P36406	Q9Y252
P36406	Q6NYC8
P36406	Q9HBZ2
P36406	Q8NA54
P36406	Q13064
P36406	Q01850
P36406	Q02930
P36406	Q9BVG8
P36406	Q96CS2
P36406	Q8IWZ5
P36406	Q92608
P36406	Q15040
P36406	Q9P0T4
P36406	P55040
P36406	Q8IYE0
P36406	Q9H788
P36406	Q8TES7
P36406	Q9NQL9
P36406	Q8TBZ8
O43609	Q5TA82
O43609	P60370
O43609	P60410
O43609	P60411
O43609	P60331
O43609	P32242
O43609	Q7Z3S9
O43609	Q9BYR5
O43609	P60369
O43609	Q02930
O43609	P60409
O43609	Q99750
O43609	P50222
O43609	P49639
O43609	Q5T7P3
Q9BYV2	Q9P2K3
Q9BYV2	Q9UJV3
Q9BYV2	Q9Y2D8
Q9BYV2	Q9H5Z6
Q9BYV2	Q9H0I2
Q9BYV2	Q9NX04
Q9BYV2	Q9H257
Q8NHQ1	Q9BSJ6
Q8NHQ1	Q9H0I2
Q8NHQ1	Q9Y252
Q8NHQ1	Q9H788
Q8NHQ1	Q96SQ5
Q8NHQ1	Q8WWY3
Q8NHQ1	Q9H257
Q8NHQ1	Q9P2K3
Q8NHQ1	Q9BXY8
Q8NHQ1	Q8TAU3
Q8NHQ1	Q96CS2
Q8NHQ1	Q969G3
Q8NHQ1	Q96BZ8
Q8ND90	Q9BXY8
Q8ND90	Q96IX9
Q8ND90	Q8NE01
Q8ND90	Q9NVL8
Q8ND90	Q8WWY3
Q8ND90	Q96ME1
Q8ND90	Q9UKJ5
Q8ND90	Q9H0I2
Q8ND90	Q8TES7
Q8ND90	Q9P0T4
Q8ND90	Q9BWG6
Q8ND90	Q9UQ90
Q8ND90	Q9H788
Q8ND90	Q96IZ5
Q8ND90	Q8TBZ8
Q8ND90	Q96BZ8
Q8ND90	Q96HA8
Q08379	Q9UJV3
Q08379	Q8N5A5
Q08379	Q9P2K3
Q08379	Q96CS2
Q08379	Q14129
Q08379	Q9HBZ2
Q08379	Q9NVL8
Q08379	Q7Z3I7
Q08379	Q13895
Q08379	Q7Z4I7
Q08379	Q15560
Q08379	Q9BWG6
Q08379	Q9BSJ6
Q08379	Q68DK2
Q08379	Q14764
Q08379	Q9BVG8
Q08379	Q8TBE0
Q08379	Q8IYA8
Q08379	Q9BVV2
Q08379	Q14D33
Q08379	Q96HA8
Q08379	Q9UKT9
Q08379	Q8NA61
Q08379	Q969G3
Q08379	Q86YD7
Q08379	Q9NX04
Q08379	Q8IYX8
Q08379	Q9H5Z6
Q08379	Q53TS8
Q08379	Q96IX9
Q08379	Q8TD31
Q08379	Q5W5X9
Q08379	Q8TES7
Q08379	Q17RB8
Q08379	Q9H788
Q08379	Q13077
Q08379	Q6NYC8
Q08379	Q96IZ5
Q08379	Q9BT49
Q08379	Q9Y252
Q08379	Q7Z3B3
Q08379	Q96SQ5
Q08379	Q9P0T4
Q08379	Q8N143
Q08379	Q8IWZ5
Q08379	Q8WWY3
Q08379	Q9NX63
Q08379	Q96ME1
Q08379	Q9BUZ4
Q08379	Q7Z6G3
Q08379	Q3B820
Q08379	Q8IYE0
Q08379	Q9UBB9
Q08379	Q15973
Q08379	Q96BZ8
Q08379	Q9Y2J4
Q08379	Q8TAU3
Q9P2K3	Q9UKT9
Q9P2K3	Q9UBB9
Q9P2K3	Q9UJV3
Q9BVG8	Q9NX04
Q9BVG8	Q9HBZ2
Q9BVG8	Q9BYV2
Q9BVG8	Q9UJV3
Q3B820	Q9BYV2
Q3B820	Q9UJV3
Q3B820	Q9BRK4
Q3B820	Q9H257
Q3B820	Q8IYX8
Q3B820	Q68D86
Q3B820	Q8TD10
Q3B820	Q8NHQ1
Q3B820	Q99750
Q3B820	Q8N5R6
Q3B820	Q5JR59
Q3B820	Q6NUQ1
Q3B820	Q8NA61
Q3B820	Q9BZW7
Q3B820	Q9UBB9
Q3B820	Q5VU43
Q3B820	Q8N0S2
Q3B820	Q96JN2
Q3B820	Q7Z6G3
Q3B820	Q9Y2D8
Q9UJV3	Q9Y252
Q53TS8	Q5JR59
Q53TS8	Q9UBB9
Q53TS8	Q9BYV2
Q53TS8	Q9H257
Q53TS8	Q6A162
Q7Z417	Q9UGC6
Q7Z417	Q9BYQ6
Q7Z417	Q9BYQ4
Q7Z417	Q9BYR5
Q7Z417	Q9BQ66
Q7Z417	Q9BYQ2
Q7Z417	Q92824
Q7Z417	Q9BYR7
P40222	Q8IYX8
P40222	Q8NA61
P40222	Q8N6Y0
P40222	Q9P2K3
P40222	Q6A162
P40222	Q969G3
P40222	P50222
P40222	Q9UBB9
P40222	Q6NUQ1
P40222	Q15323
P40222	Q8TES7
P40222	Q8TD31
P40222	Q96JN2
P40222	Q08379
P40222	Q01850
Q8IYX8	Q9UJV3
Q8IYX8	Q96CS2
Q8IYX8	Q9UBB9
Q8IYX8	Q96JN2
Q8IYX8	Q96BZ8
Q8IYX8	Q99750
Q8IYX8	Q9BYV2
Q8IYX8	Q9BZW7
Q8IYX8	Q8NHQ1
Q8IYX8	Q8NA61
Q8IYX8	Q8N5A5
Q8IYX8	Q9HBZ2
Q8IYX8	Q9BRK4
Q8IYX8	Q9BVG8
Q8IYX8	Q9H257
Q63HR2	Q8TBP0
Q63HR2	Q6NUJ2
Q63HR2	Q8IYA8
Q63HR2	Q8TAU3
Q63HR2	Q9NWL9
Q63HR2	Q96SQ5
Q63HR2	Q9NUL5
Q63HR2	Q9Y252
Q63HR2	Q93062
Q02930	Q9BVG8
Q02930	Q3V5L5
Q02930	Q6UY14
Q02930	Q9BYR5
Q02930	Q99750
Q02930	Q93062
Q02930	Q9BQ66
Q02930	Q9BYQ4
Q02930	Q5JR59
Q02930	Q9BZW7
Q02930	Q12933
Q02930	Q6L8G9
Q02930	Q7Z3S9
Q02930	Q6A162
Q02930	Q9BYR7
Q02930	Q9BYQ2
Q6NYC8	Q9BZW7
Q6NYC8	Q9BRK4
Q6NYC8	Q8NA61
Q6NYC8	Q9H257
Q6NYC8	Q9UJV3
Q6NYC8	Q9UBB9
Q6NYC8	Q7L273
Q6NYC8	Q96JN2
Q6NYC8	Q9BYV2
Q17RB8	Q8IYA8
Q17RB8	Q6UY14
Q17RB8	Q7L273
Q17RB8	Q96HA8
Q17RB8	Q8IWZ5
Q17RB8	Q93062
Q13077	Q8TBZ8
Q13077	Q5TEC3
Q13077	Q9P0T4
Q13077	Q96ME1
Q13077	Q7Z3B3
Q13077	Q8TBP0
Q13077	Q53TS8
Q13077	Q15973
Q13077	Q9NUL5
Q13077	Q15040
Q13077	Q8TES7
Q13077	Q3B820
Q13077	Q9NVL8
Q13077	Q8TD31
Q13077	Q7Z3I7
Q13077	Q96HA8
Q13077	Q8IYE0
Q13077	Q8IYI8
Q13077	Q8N0S2
Q13077	Q14D33
Q13077	Q9BT49
Q13077	Q9NWL9
Q13077	Q53FD0
Q13077	Q2WGJ6
Q13077	Q68DK2
Q13077	Q8TAU3
Q13077	Q7Z417
Q13077	Q96SQ5
Q13077	Q9BXY8
Q13077	Q9BQ24
Q13077	Q9NQL9
Q13077	Q9BYM8
Q13077	Q9HBZ2
Q13077	Q8TAB5
Q13077	Q14129
Q13077	Q8IWZ5
Q13077	Q9BWG6
Q13077	Q96CS2
Q13077	Q9NX04
Q13077	Q9NX63
Q13077	Q96IZ5
Q13137	Q8IYX8
Q13137	Q9BXY8
Q13137	Q8TBZ8
Q13137	Q9P0T4
Q13137	Q9HBZ2
Q13137	Q6NYC8
Q13137	Q3B820
Q13137	Q92608
Q13137	Q8TES7
Q13137	Q96BZ8
Q13137	Q8N143
Q13137	Q86YD7
Q13137	Q9BVV2
Q13137	Q53FD0
Q13137	Q8WWY3
Q13137	Q9NX63
Q13137	Q9UJV3
Q13137	Q9H0I2
Q13137	Q14764
Q13137	Q7Z4I7
Q13137	Q8N5R6
Q13137	Q9BUZ4
Q13137	Q17RB8
Q13137	Q7Z3B3
Q13137	Q8TBE0
Q13137	Q14D33
Q13137	Q96ME1
P25786	Q13137
P25786	Q5JR59
P25786	Q15323
P25786	Q7Z3S9
P25786	Q9H2G9
P25786	Q7Z6G3
P25786	Q8NHQ1
P25786	Q9UJV3
P25786	Q13077
P25786	Q6A162
P25786	Q8IWZ5
P25786	Q9Y2D8
P25786	Q13064
P25786	P55072
P25786	P36406
P25786	Q9GZV8
P25786	Q08379
P25786	Q8ND90
P25786	Q68D86
P25786	Q15834
P25786	Q9BRK4
P25786	P26371
P25786	Q7L273
P25786	Q9UKT9
Q15040	Q7Z3S9
Q15040	Q6A162
Q15040	Q15323
Q15040	Q9BYV2
Q15040	Q9BYQ4
Q15040	Q9UJV3
Q9UKT9	Q9Y252
Q9BYM8	Q9HBZ2
Q08117	Q9H5Z6
Q08117	Q14764
Q08117	Q8TES7
Q08117	Q8WWY3
Q08117	Q8N5A5
Q08117	Q9BZW7
Q08117	Q13137
Q08117	Q14129
Q08117	Q7Z3S9
Q08117	Q93062
Q08117	Q13077
Q08117	Q6A162
Q08117	Q12933
Q08117	Q63HR2
Q08117	Q8TAB5
Q08117	Q9H257
Q08117	Q08379
Q08117	Q9BWG6
Q08117	Q13895
Q08117	Q96HA8
Q08117	Q13064
Q08117	Q9BVG8
Q08117	Q9UKT9
Q08117	Q15323
Q08117	Q8WTP8
Q08117	Q8TBE0
Q08117	Q9NX04
Q08117	Q5JR59
Q8TES7	Q9BZW7
Q8TES7	Q9BRK4
Q8TES7	Q9BYV2
Q8TES7	Q93062
Q8TES7	Q9UKT9
Q8TES7	Q9H2G9
Q8TES7	Q9UJV3
Q8TES7	Q9Y2D8
Q9H788	Q9UBB9
Q96R06	Q9UJV3
Q96R06	Q9H788
Q96R06	Q9BSJ6
Q96R06	Q9NX63
Q96R06	Q9H0I2
Q96R06	Q9Y2J4
Q96R06	Q9HBZ2
Q96R06	Q9NX04
Q96HA8	Q9BYQ4
Q96HA8	Q9BYR5
Q96HA8	Q99750
Q96HA8	Q9BRK4
Q96HA8	Q9Y2J4
Q96HA8	Q9UKT9
Q96HA8	Q9BYQ2
Q96HA8	Q9BYV2
P50222	Q5TZK3
P50222	Q9Y252
P50222	Q5TA78
P50222	Q13875
P50222	Q5T7P3
P50222	P60412
P50222	P60370
P50222	Q9NX04
P50222	P60410
P50222	Q9UGL9
P50222	P60411
P50222	Q9H257
P50222	Q8TBZ8
P50222	P60369
P50222	Q14129
P50222	Q15560
P50222	Q8TAU3
P50222	Q8TES7
P50222	Q969G3
P50222	Q99750
P50222	Q9NUL5
P50222	Q9BYQ4
P50222	Q9BYR0
P50222	Q9H2X0
P50222	Q8IYX8
P50222	Q5TA79
P50222	Q9BYQ6
P50222	Q96SQ5
P50222	Q9HBZ2
P50222	Q13064
P50222	Q9BQ66
P50222	Q8IWZ5
P50222	Q9BWG6
P50222	P59990
P50222	Q15973
P50222	Q8WWY3
P50222	Q92824
P50222	Q7Z3I7
P50222	Q14764
P50222	Q9UKJ5
P50222	P60331
P50222	Q6L8G9
P50222	Q2WGJ6
P50222	Q9BYR5
Q13064	Q96IZ5
Q13064	Q9H5Z6
Q13064	Q93062
Q13064	Q9BXY8
Q13064	Q9H0I2
Q13064	Q9BWG6
Q13064	Q15560
Q13064	Q8WWY3
P19012	Q8N5A5
P19012	Q7Z3B3
P19012	Q8TAB5
P19012	Q8TD31
P19012	Q02930
P19012	Q6NYC8
P19012	Q9BVG8
P19012	Q8N6Y0
P19012	Q8WWY3
P19012	Q9Y252
P19012	Q9P2K3
P19012	P25786
P19012	Q96IX9
P19012	Q53TS8
P19012	Q9Y2D8
P19012	Q8IWZ5
P19012	Q53FD0
P19012	Q08117
P19012	Q9Y2J4
P19012	P40222
P19012	Q9BXY8
P19012	Q969G3
P19012	Q8TAU3
P19012	Q68DK2
P19012	Q96CS2
P19012	P35900
Q8WWY3	Q9Y2D8
Q8WWY3	Q99750
Q8WWY3	Q9UBB9
Q8WWY3	Q9BRK4
Q8WWY3	Q96JN2
Q8WWY3	Q9UJV3
Q8WWY3	Q9BZW7
Q8WWY3	Q96SQ5
Q969G3	Q9UBB9
Q969G3	Q9BYV2
Q969G3	Q96JN2
Q969G3	Q9Y2J4
Q969G3	Q9BVG8
Q969G3	Q96R06
Q9BQ24	Q9UJV3
Q01850	Q9H0I2
Q01850	Q9BVG8
Q01850	Q9HBZ2
Q01850	Q7Z3B3
Q01850	Q96CS2
Q01850	Q53TS8
Q01850	Q8IYX8
Q01850	Q8TD31
Q01850	Q8N5A5
Q01850	Q9H788
Q01850	Q96IX9
Q01850	Q9Y2J4
Q01850	Q96HA8
Q01850	Q9BWG6
Q01850	Q8TAB5
Q01850	Q3B820
Q01850	Q969G3
Q01850	Q96BZ8
Q01850	Q9UKJ5
Q01850	Q9P2K3
Q68D86	Q9P2K3
Q68D86	Q7Z3I7
Q68D86	Q8N5R6
Q68D86	Q8TES7
Q68D86	Q9BVV2
Q68D86	Q9BVG8
Q68D86	Q9H0I2
Q68D86	Q96HA8
Q68D86	Q8N0S2
Q68D86	Q9BYV2
Q68D86	Q9HD26
Q68D86	Q8IYX8
Q68D86	Q96BZ8
Q68D86	Q6NYC8
Q68D86	Q8TD31
Q96ME1	Q9UJV3
Q96ME1	Q99750
Q96ME1	Q9BQ66
Q96ME1	Q9BUZ4
Q12756	Q6UY14
Q12756	Q13064
Q12756	Q63HR2
Q12756	Q99750
Q12756	Q7Z3S9
Q12756	Q13077
Q12756	Q5JR59
Q12756	Q93062
Q12756	Q9UJV3
P13646	Q6NYC8
P13646	Q8IYX8
P13646	Q9NX04
P13646	Q9Y2J4
P13646	Q8TD31
P13646	Q8TES7
P13646	P40222
P13646	P35900
P13646	Q96IX9
P13646	Q08117
P13646	Q8IWZ5
P13646	Q8TAB5
P13646	Q53TS8
Q9BYQ2	Q9BYR5
Q9BYQ2	Q9BYQ4
Q9BYR7	Q9NWL9
Q92608	Q9BYQ4
Q92608	Q99750
Q92608	Q9BYQ2
Q92608	Q9BYR5
