Q93009
Q9NR30
Q9NZI8
Q9HCC0
Q9HCE1
Q71U36
Q6FI13
Q6FI13
Q6S8J3
Q16777
Q16778
Q5QNW6
P12036
Q8NCM8
Q7L7L0
Q8N257
Q71DI3
Q71DI3
Q71DI3
Q99880
Q99879
Q99878
Q99877
Q99623
Q96RQ3
Q96KK5
Q93079
Q93077
Q92522
Q8WWM7
A5A3E0
O60814
O95793
P00338
P04406
P04908
P04908
P05165
P05166
P06733
Q9BQE3
Q9BQG0
Q9BTM1
Q9HAV7
P06748
P62805
P62805
P62805
P62805
P62805
P62805
P62805
P62805
P62805
P62805
P62807
P62807
P62807
P62807
P62807
P62807
P63267
P62937
P0C0S8
P0C0S8
P0C0S8
P0C0S8
P0C0S8
P10809
P11940
P12277
P16989
P19338
P20671
P67809
P68104
P68431
P68431
P68431
P68431
P68431
P68431
P68431
P68431
P68431
P68431
P84243
P84243
Q08170
Q08211
Q13243
Q13247
Q16695
P06899
P07195
P08238
P25705
P26196
P33778
P22061
P23527
P58876
P57053
P49458
P62736
O76064
P30281
Q9UK22
Q96B97
Q14203
P09884
P22681
Q96EY1
O00327
P51610
Q9UKL0
Q9NVP2
Q8TF71
Q8WYH8
Q96EZ8
Q9Y2G8
O60760
Q7L2Z9
P60022
O75558
Q8IYN2
Q8NHQ1
Q7L4P6
Q96IJ6
P51808
P43355
Q9H0A8
Q8ND90
P0C7W6
Q13547
O60262
Q6P1W5
O60519
Q8N9W6
Q7Z4H7
Q8N6Y0
Q16633
Q13137
Q9Y4E8
Q9NVV9
Q8N8U2
P17028
Q9GZV8
Q15427
Q96GY0
O96006
Q5VSY0
Q7L190
Q9BWF2
Q8N5R6
P61956
P63165
P18859
Q7Z7J5
Q08379
O95273
Q9Y6K9
Q8IYA8
P43360
P63167
Q9Y5A6
Q9Y5F6
Q13363
P56545
O14770
Q9UKT9
Q8IZ63
Q96FJ2
P55854
Q13404
O94776
Q14576
Q5JR59
P84103
Q14676
P0CG48
Q12888
P48730
Q9UBU9
Q9Y5B9
P50402
P52701
Q15393
Q13426
Q09028
P51532
Q92769
Q92922
P17844
P13010
P12956
P12268
P12004
P43246
P38398
P19525
O60506
O60264
O14981
O95786
O75533
P02545
Q9BYX4
Q14683
Q969G3
Q9H2P0
Q96ST3
Q96GM5
Q8TAQ2
Q9Y265
O95602
P20585
P35659
P28370
P49959
P49736
P55209
P62136
P54132
Q92878
Q9NPF5
Q9UMS4
P51531
P78527
Q14191
P19838
Q04206
Q9Y287
Q01484
Q96FN5
P62826
Q16666
P49427
Q9Y4K3
Q9UPY8
P63172
O14686
O95153
O60437
P27694
Q9UKV0
P56524
P51668
Q9UQL6
Q12873
Q86XP3
Q9Y2M0
Q07021
Q8IUQ4
P12931
Q99856
P07947
Q9H2X6
P29590
Q92624
P06241
O15379
Q8WUI4
Q96SB4
Q9UER7
P23497
O75928
P37198
Q7Z434
O14734
Q93008
Q9P1Z3
P67870
Q8TEE9
P29692
P78347
P51965
