source	target
Q13310	Q99700
Q13310	Q9UN86
Q13310	Q8WWM7
Q15427	Q9H7H0
Q15427	Q86XP3
Q15427	Q6P2Q9
P51617	Q15750
P51617	P63165
P51617	Q96CG3
P51617	Q15654
P51617	Q9Y6K9
P51617	Q9NYJ8
P51617	Q9Y4K3
P51617	Q9BUZ4
Q9P0U3	Q9UHP3
P78527	Q9Y6K9
P78527	Q14191
P78527	Q96BW5
P78527	Q13111
P78527	Q6P2Q9
P78527	Q13573
P78527	Q86WJ1
P78527	Q14457
P78527	Q8NFH5
P09874	P63165
P09874	Q02880
P09874	P78527
P09874	Q9Y6K9
P09874	P12956
P09874	Q9H2X6
P09874	P13010
P09874	Q9Y5B9
P09874	P54132
P09874	Q8N2W9
P09874	Q9P0U3
P09874	Q9Y4K3
P09874	P12004
P09874	Q86WJ1
P09874	P27694
P09874	P52757
P09874	P63279
P09874	P26358
P09874	Q9NVC6
P09874	P49450
P09874	Q13547
P09874	Q14191
P09874	Q9UER7
P09874	Q9ULK4
P09874	P61956
P09874	Q92769
P63279	Q12873
P63279	Q9UHP3
P63279	Q6P2Q9
P63279	Q86Y37
P63279	Q12772
P63279	Q9H2X6
P63279	Q8WYB5
P63279	Q7Z333
P63279	Q01543
P63279	Q9UQ84
P63279	Q9UBW7
P63279	Q9Y4E5
P63279	Q9UJ78
P63279	Q9Y4K3
P63279	Q8N2W9
P63279	Q13547
P63279	Q15427
P63279	Q9Y6X2
P63279	Q02447
P63279	Q9BUZ4
P63279	Q02880
P63279	Q9UM63
P63279	Q8N3Z6
P63279	Q9UER7
P63279	Q9UL19
P63279	Q9Y4B4
P63279	Q7L4P6
P63279	Q8NFH5
P63279	P78527
P63279	Q9H422
P63279	Q9H2Y7
P63279	Q9NYJ8
P63279	Q9BZ95
P63279	Q9UKL3
P63279	Q99856
P63279	Q9HCK0
P63279	Q13569
P63279	Q8IUQ4
P63279	Q86Z02
P08727	P63279
P08727	Q9NRA8
Q9H2P0	Q9P0T4
Q9H2P0	Q9UER7
Q9UHD2	Q9Y6K9
Q9UHD2	Q9Y4K3
Q9BUZ4	Q9Y4K3
Q9BUZ4	Q9P0T4
Q14457	Q9Y4K3
Q14457	Q8N5C8
Q14457	Q9UNL4
Q14457	Q9NYJ8
P50402	P78527
P50402	Q8TAQ2
P50402	P51617
P50402	Q9H2P0
P50402	Q8NFH5
P50402	Q9C005
P50402	Q13547
P50402	Q9UKL0
P50402	Q8N5R6
P50402	Q92922
Q13573	Q8TAQ2
Q13573	Q96ST3
Q13573	Q7Z333
Q13573	Q86WJ1
Q13573	Q92878
Q13573	Q15427
Q13573	Q14527
Q13573	Q5SW96
Q13573	Q92769
Q13573	Q9Y6K9
Q13573	Q9UER7
Q13573	Q9UKL0
Q13573	Q9UMS4
Q13573	Q86XP3
Q13573	Q969G3
Q13573	Q15393
Q13573	Q96GM5
Q13573	Q92922
Q13573	Q6P2Q9
Q13573	Q9H2P0
Q13573	Q9UN86
Q8IUQ4	Q9Y6X2
Q8IUQ4	Q9H422
Q8IUQ4	Q9Y6R0
Q8IUQ4	Q9H2X6
Q8IUQ4	Q9Y4B4
Q8IUQ4	Q9GZU2
P37198	Q7Z3B4
P37198	P49790
P37198	Q9UN86
P37198	Q8NFH5
P37198	Q969G3
P37198	P62826
P37198	Q7Z3B3
O75925	Q7Z333
O75925	P20591
O75925	Q9UKL3
O75925	P55854
O75925	Q6DJT9
O75925	P12757
O75925	Q9Y4E5
O75925	Q99856
O75925	Q8N2W9
O75925	O75928
O75925	Q8IUQ4
O75925	O95644
O75925	Q01543
O75925	Q02447
O75925	P63165
O75925	Q9UIS9
O75925	P29590
O75925	Q12772
O75925	Q9UBT6
O75925	P61956
O75925	Q9Y4B4
O75925	P15104
O75925	P63279
O60229	P61956
O60229	P55854
P61956	Q9P0U3
P61956	Q02880
P61956	Q13111
P61956	Q9Y5B9
P61956	Q9UKL3
P61956	Q8N3Z6
P61956	Q9H2X6
P61956	Q9UJ78
P61956	Q9HC62
P61956	Q9UKL0
P61956	Q92878
